Unnamed: 0,year,season,team_a,team_b,kickoff_dome,kickoff_weather_summary,kickoff_temperature,kickoff_feels_like,kickoff_wind,kickoff_humidity,kickoff_visibility,kickoff_barometer,kickoff_dew_point,kickoff_cloud_cover,kickoff_precipitation_prob,q2_dome,q2_weather_summary,q2_temperature,q2_feels_like,q2_wind,q2_humidity,q2_visibility,q2_barometer,q2_dew_point,q2_cloud_cover,q2_precipitation_prob,q3_dome,q3_weather_summary,q3_temperature,q3_feels_like,q3_wind,q3_humidity,q3_visibility,q3_barometer,q3_dew_point,q3_cloud_cover,q3_precipitation_prob,q4_dome,q4_weather_summary,q4_temperature,q4_feels_like,q4_wind,q4_humidity,q4_visibility,q4_barometer,q4_dew_point,q4_cloud_cover,q4_precipitation_prob
2116,2017,11,KC,NYG,N,Mostly Cloudy,,,8mi West - NorthWest,53.0,10.0,30.0,32.0,79%,,N,Mostly Cloudy,,,8mi West - NorthWest,51%,10mi,"998""",32f.,66%,,N,Partly Cloudy,,,8mi West - NorthWest,50%,10mi,"999""",31f.,54%,,N,Partly Cloudy,,,9mi West - NorthWest,48%,10mi,"1000""",30f.,41%,
2117,2017,11,TB,MIA,N,Clear,,,4mi West,55.0,10.0,29.0,62.0,2%,,N,Clear,,,4mi West,52%,10mi,"1013""",62f.,0%,,N,Clear,,,4mi West,49%,10mi,"1013""",61f.,0%,,N,Clear,,,4mi West,46%,10mi,"1012""",60f.,0%,
2118,2017,11,TEN,PIT,N,Mostly Cloudy,,,2mi West,79.0,10.0,31.0,31.0,78%,,N,Mostly Cloudy,,,2mi West,80%,10mi,"1022""",32f.,64%,,N,Mostly Cloudy,,,2mi West,80%,10mi,"1022""",32f.,60%,,N,Partly Cloudy,,,3mi West,80%,10mi,"1022""",31f.,51%,
2119,2017,11,LAR,MIN,Y,Clear,,,3mi SouthWest,62.0,10.0,29.0,16.0,10%,,Y,Partly Cloudy,,,3mi South - SouthWest,60%,10mi,"1017""",17f.,37%,,Y,Partly Cloudy,,,3mi South - SouthWest,56%,10mi,"1016""",19f.,41%,,Y,Partly Cloudy,,,4mi South - SouthWest,55%,10mi,"1015""",19f.,32%,
2120,2017,11,PHI,DAL,N,Clear,,,0mi East - SouthEast,47.0,10.0,31.0,32.0,2%,,N,Clear,,,0mi SouthEast,54%,9mi,"1023""",33f.,0%,,N,Clear,,,0mi SouthEast,60%,9mi,"1023""",33f.,0%,,N,Clear,,,1mi South - SouthEast,57%,10mi,"1023""",33f.,6%,
2121,2017,11,ATL,SEA,N,Partly Cloudy,,,1mi East - NorthEast,87.0,10.0,32.0,42.0,30%,,N,Drizzle,,,1mi East - NorthEast,87%,10mi,"1014""",41f.,37%,,N,Partly Cloudy,,,1mi East - NorthEast,88%,10mi,"1015""",40f.,56%,,N,Partly Cloudy,,,2mi East - NorthEast,88%,10mi,"1016""",40f.,56%,
2122,2017,11,WAS,NO,Y,Clear,,,8mi North,49.0,10.0,29.0,37.0,1%,,Y,Clear,,,7mi North,45%,10mi,"1022""",36f.,1%,,Y,Clear,,,7mi North,42%,10mi,"1021""",36f.,1%,,Y,Clear,,,9mi North,41%,10mi,"1021""",36f.,0%,
2123,2017,11,LAR,MIN,Y,Clear,,,3mi SouthWest,62.0,10.0,31.0,16.0,10%,,Y,Partly Cloudy,,,3mi South - SouthWest,60%,10mi,"1017""",17f.,37%,,Y,Partly Cloudy,,,3mi South - SouthWest,56%,10mi,"1016""",19f.,41%,,Y,Partly Cloudy,,,4mi South - SouthWest,55%,10mi,"1015""",19f.,32%,
2124,2017,11,PHI,DAL,N,Clear,,,0mi East - SouthEast,47.0,10.0,30.0,32.0,2%,,N,Clear,,,0mi SouthEast,54%,9mi,"1023""",33f.,0%,,N,Clear,,,0mi SouthEast,60%,9mi,"1023""",33f.,0%,,N,Clear,,,1mi South - SouthEast,57%,10mi,"1023""",33f.,6%,
2125,2017,11,TB,MIA,N,Clear,,,4mi West,55.0,10.0,31.0,62.0,2%,,N,Clear,,,4mi West,52%,10mi,"1013""",62f.,0%,,N,Clear,,,4mi West,49%,10mi,"1013""",61f.,0%,,N,Clear,,,4mi West,46%,10mi,"1012""",60f.,0%,
2126,2017,11,ATL,SEA,N,Partly Cloudy,,,1mi East - NorthEast,87.0,10.0,31.0,42.0,30%,,N,Drizzle,,,1mi East - NorthEast,87%,10mi,"1014""",41f.,37%,,N,Partly Cloudy,,,1mi East - NorthEast,88%,10mi,"1015""",40f.,56%,,N,Partly Cloudy,,,2mi East - NorthEast,88%,10mi,"1016""",40f.,56%,
2127,2017,11,BUF,LAC,N,Clear,,,1mi West - SouthWest,27.0,10.0,30.0,36.0,9%,,N,Clear,,,1mi West - SouthWest,28%,10mi,"1015""",38f.,15%,,N,Clear,,,2mi West - SouthWest,28%,10mi,"1014""",38f.,12%,,N,Clear,,,3mi SouthWest,28%,10mi,"1014""",38f.,8%,
2128,2017,11,JAX,CLE,N,Light Rain,,,8mi West - NorthWest,73.0,3.0,30.0,30.0,35%,,N,Drizzle,,,8mi West,73%,3mi,"1009""",30f.,39%,,N,Drizzle,,,9mi West,73%,4mi,"1009""",30f.,45%,,N,Partly Cloudy,,,11mi West,73%,6mi,"1010""",30f.,55%,
2129,2017,11,NE,OAK,N,Mostly Cloudy,,,3mi North - NorthWest,45.0,10.0,30.0,42.0,64%,,N,Mostly Cloudy,,,2mi North - NorthEast,41%,10mi,"1012""",42f.,66%,,N,Mostly Cloudy,,,5mi North,45%,9mi,"1015""",43f.,68%,,N,Mostly Cloudy,,,5mi North,46%,8mi,"1015""",43f.,70%,
2130,2017,11,TEN,PIT,N,Mostly Cloudy,,,2mi West,79.0,10.0,30.0,31.0,78%,,N,Mostly Cloudy,,,2mi West,80%,10mi,"1022""",32f.,64%,,N,Mostly Cloudy,,,2mi West,80%,10mi,"1022""",32f.,60%,,N,Partly Cloudy,,,3mi West,80%,10mi,"1022""",31f.,51%,
2131,2017,11,WAS,NO,Y,Clear,,,8mi North,49.0,10.0,29.0,37.0,1%,,Y,Clear,,,7mi North,45%,10mi,"1022""",36f.,1%,,Y,Clear,,,7mi North,42%,10mi,"1021""",36f.,1%,,Y,Clear,,,9mi North,41%,10mi,"1021""",36f.,0%,
2132,2017,11,KC,NYG,N,Mostly Cloudy,,,8mi West - NorthWest,53.0,10.0,29.0,32.0,79%,,N,Mostly Cloudy,,,8mi West - NorthWest,51%,10mi,"998""",32f.,66%,,N,Partly Cloudy,,,8mi West - NorthWest,50%,10mi,"999""",31f.,54%,,N,Partly Cloudy,,,9mi West - NorthWest,48%,10mi,"1000""",30f.,41%,
2133,2017,11,NE,OAK,N,Mostly Cloudy,,,3mi North - NorthWest,45.0,10.0,30.0,42.0,64%,,N,Mostly Cloudy,,,2mi North - NorthEast,41%,10mi,"1012""",42f.,66%,,N,Mostly Cloudy,,,5mi North,45%,9mi,"1015""",43f.,68%,,N,Mostly Cloudy,,,5mi North,46%,8mi,"1015""",43f.,70%,
2134,2017,12,JAX,ARI,Y,Clear,,,0mi South - SouthWest,17.0,10.0,30.0,34.0,18%,,Y,Clear,,,0mi West - SouthWest,16%,10mi,"1014""",34f.,16%,,Y,Clear,,,0mi West,15%,10mi,"1013""",33f.,14%,,Y,Clear,,,1mi West - NorthWest,15%,10mi,"1013""",33f.,12%,
2135,2017,12,CLE,CIN,N,Clear,,,2mi West - SouthWest,57.0,5.0,31.0,32.0,6%,,N,Clear,,,2mi West - SouthWest,54%,5mi,"1023""",32f.,3%,,N,Clear,,,2mi West - SouthWest,50%,6mi,"1023""",31f.,7%,,N,Clear,,,3mi West - SouthWest,47%,7mi,"1023""",31f.,16%,
2136,2017,12,GB,PIT,N,Clear,,,1mi SouthWest,60.0,10.0,29.0,23.0,2%,,N,Clear,,,1mi SouthWest,62%,10mi,"1020""",24f.,1%,,N,Clear,,,1mi SouthWest,65%,10mi,"1020""",25f.,1%,,N,Clear,,,2mi SouthWest,66%,10mi,"1020""",25f.,0%,
2137,2017,12,HOU,BAL,N,Clear,,,0mi SouthEast,66.0,10.0,29.0,34.0,4%,,N,Clear,,,0mi SouthEast,68%,10mi,"1023""",33f.,4%,,N,Clear,,,0mi South - SouthEast,72%,10mi,"1023""",33f.,3%,,N,Clear,,,0mi East,73%,10mi,"1024""",33f.,3%,
2138,2017,12,CHI,PHI,N,Clear,,,5mi NorthWest,46.0,10.0,30.0,28.0,5%,,N,Clear,,,4mi NorthWest,46%,10mi,"1015""",28f.,5%,,N,Clear,,,4mi NorthWest,45%,10mi,"1015""",28f.,3%,,N,Clear,,,4mi West - NorthWest,44%,10mi,"1016""",28f.,1%,
2139,2017,12,CAR,NYJ,N,Clear,,,6mi West - NorthWest,47.0,10.0,32.0,26.0,14%,,N,Clear,,,5mi NorthWest,45%,10mi,"1014""",26f.,8%,,N,Clear,,,5mi West - NorthWest,44%,10mi,"1014""",26f.,5%,,N,Clear,,,6mi West - NorthWest,44%,10mi,"1014""",25f.,4%,
2140,2017,12,SEA,SF,N,Partly Cloudy,,,4mi South - SouthEast,80.0,7.0,31.0,57.0,49%,,N,Partly Cloudy,,,4mi South - SouthEast,82%,7mi,"1014""",57f.,34%,,N,Partly Cloudy,,,4mi South,85%,7mi,"1014""",57f.,41%,,N,Drizzle,,,3mi South,86%,9mi,"1014""",57f.,51%,
2141,2017,12,MIA,NE,N,Partly Cloudy,,,4mi West - NorthWest,50.0,10.0,31.0,28.0,42%,,N,Partly Cloudy,,,4mi West - NorthWest,48%,10mi,"1008""",27f.,55%,,N,Partly Cloudy,,,4mi West - NorthWest,46%,10mi,"1009""",26f.,55%,,N,Partly Cloudy,,,4mi West - NorthWest,46%,10mi,"1010""",24f.,46%,
2142,2017,12,DEN,OAK,N,Partly Cloudy,,,6mi South,89.0,4.0,32.0,58.0,32%,,N,Partly Cloudy,,,6mi South,90%,4mi,"1014""",58f.,28%,,N,Partly Cloudy,,,6mi South - SouthWest,92%,6mi,"1014""",58f.,32%,,N,Partly Cloudy,,,5mi SouthWest,91%,8mi,"1014""",58f.,40%,
2143,2017,12,NYG,WAS,N,Clear,,,0mi South - SouthEast,72.0,8.0,30.0,24.0,0%,,N,Clear,,,0mi South - SouthWest,76%,8mi,"1018""",24f.,0%,,N,Clear,,,0mi South - SouthWest,78%,8mi,"1018""",24f.,0%,,N,Clear,,,0mi West,76%,9mi,"1018""",24f.,0%,
2144,2017,12,TB,ATL,Y,Clear,,,4mi North - NorthWest,30.0,3.0,30.0,27.0,2%,,Y,Clear,,,4mi North - NorthWest,28%,3mi,"1021""",27f.,0%,,Y,Clear,,,4mi North - NorthWest,28%,4mi,"1020""",27f.,0%,,Y,Clear,,,5mi North - NorthWest,27%,6mi,"1020""",27f.,0%,
2145,2017,12,JAX,ARI,Y,Clear,,,0mi South - SouthWest,17.0,10.0,30.0,34.0,18%,,Y,Clear,,,0mi West - SouthWest,16%,10mi,"1014""",34f.,16%,,Y,Clear,,,0mi West,15%,10mi,"1013""",33f.,14%,,Y,Clear,,,1mi West - NorthWest,15%,10mi,"1013""",33f.,12%,
2146,2017,12,MIN,DET,Y,Mostly Cloudy,,,7mi SouthWest,71.0,10.0,31.0,25.0,82%,,Y,Mostly Cloudy,,,6mi SouthWest,70%,10mi,"1017""",25f.,92%,,Y,Overcast,,,9mi SouthWest,69%,10mi,"1016""",25f.,94%,,Y,Mostly Cloudy,,,10mi SouthWest,65%,10mi,"1016""",25f.,91%,
2147,2017,12,LAC,DAL,N,Clear,,,1mi South,27.0,10.0,29.0,32.0,3%,,N,Clear,,,1mi South - SouthEast,27%,10mi,"1017""",32f.,3%,,N,Clear,,,1mi South - SouthEast,27%,10mi,"1017""",32f.,3%,,N,Clear,,,2mi SouthEast,28%,10mi,"1017""",33f.,2%,
2148,2017,12,TEN,IND,Y,Clear,,,3mi West,56.0,10.0,29.0,31.0,5%,,Y,Clear,,,3mi West,49%,10mi,"1023""",30f.,5%,,Y,Clear,,,4mi West - NorthWest,46%,10mi,"1023""",29f.,11%,,Y,Clear,,,4mi West - NorthWest,44%,10mi,"1022""",29f.,22%,
2149,2017,12,BUF,KC,N,Clear,,,3mi South - SouthWest,44.0,8.0,29.0,36.0,2%,,N,Clear,,,4mi South - SouthWest,40%,8mi,"1022""",36f.,1%,,N,Clear,,,5mi South - SouthWest,38%,8mi,"1022""",36f.,6%,,N,Clear,,,6mi South - SouthWest,36%,9mi,"1021""",36f.,14%,
2150,2017,12,NO,LAR,N,Clear,,,2mi SouthWest,68.0,5.0,31.0,56.0,10%,,N,Clear,,,2mi SouthWest,66%,6mi,"1016""",56f.,8%,,N,Partly Cloudy,,,3mi West - SouthWest,67%,5mi,"1016""",56f.,25%,,N,Partly Cloudy,,,3mi West - SouthWest,66%,6mi,"1016""",56f.,25%,
2151,2017,12,HOU,BAL,N,Clear,,,0mi SouthEast,66.0,10.0,31.0,34.0,4%,,N,Clear,,,0mi SouthEast,68%,10mi,"1023""",33f.,4%,,N,Clear,,,0mi South - SouthEast,72%,10mi,"1023""",33f.,3%,,N,Clear,,,0mi East,73%,10mi,"1024""",33f.,3%,
2152,2017,12,NO,LAR,N,Clear,,,2mi SouthWest,68.0,5.0,31.0,56.0,10%,,N,Clear,,,2mi SouthWest,66%,6mi,"1016""",56f.,8%,,N,Partly Cloudy,,,3mi West - SouthWest,67%,5mi,"1016""",56f.,25%,,N,Partly Cloudy,,,3mi West - SouthWest,66%,6mi,"1016""",56f.,25%,
2153,2017,12,LAC,DAL,N,Clear,,,1mi South,27.0,10.0,30.0,32.0,3%,,N,Clear,,,1mi South - SouthEast,27%,10mi,"1017""",32f.,3%,,N,Clear,,,1mi South - SouthEast,27%,10mi,"1017""",32f.,3%,,N,Clear,,,2mi SouthEast,28%,10mi,"1017""",33f.,2%,
2154,2017,12,CAR,NYJ,N,Clear,,,6mi West - NorthWest,47.0,10.0,31.0,26.0,14%,,N,Clear,,,5mi NorthWest,45%,10mi,"1014""",26f.,8%,,N,Clear,,,5mi West - NorthWest,44%,10mi,"1014""",26f.,5%,,N,Clear,,,6mi West - NorthWest,44%,10mi,"1014""",25f.,4%,
2155,2017,12,SEA,SF,N,Partly Cloudy,,,4mi South - SouthEast,80.0,7.0,32.0,57.0,49%,,N,Partly Cloudy,,,4mi South - SouthEast,82%,7mi,"1014""",57f.,34%,,N,Partly Cloudy,,,4mi South,85%,7mi,"1014""",57f.,41%,,N,Drizzle,,,3mi South,86%,9mi,"1014""",57f.,51%,
2156,2017,12,MIN,DET,Y,Mostly Cloudy,,,7mi SouthWest,71.0,10.0,30.0,25.0,82%,,Y,Mostly Cloudy,,,6mi SouthWest,70%,10mi,"1017""",25f.,92%,,Y,Overcast,,,9mi SouthWest,69%,10mi,"1016""",25f.,94%,,Y,Mostly Cloudy,,,10mi SouthWest,65%,10mi,"1016""",25f.,91%,
2157,2017,12,TB,ATL,Y,Clear,,,4mi North - NorthWest,30.0,3.0,32.0,27.0,2%,,Y,Clear,,,4mi North - NorthWest,28%,3mi,"1021""",27f.,0%,,Y,Clear,,,4mi North - NorthWest,28%,4mi,"1020""",27f.,0%,,Y,Clear,,,5mi North - NorthWest,27%,6mi,"1020""",27f.,0%,
2158,2017,12,NYG,WAS,N,Clear,,,0mi South - SouthEast,72.0,8.0,32.0,24.0,0%,,N,Clear,,,0mi South - SouthWest,76%,8mi,"1018""",24f.,0%,,N,Clear,,,0mi South - SouthWest,78%,8mi,"1018""",24f.,0%,,N,Clear,,,0mi West,76%,9mi,"1018""",24f.,0%,
2159,2017,12,DEN,OAK,N,Partly Cloudy,,,6mi South,89.0,4.0,29.0,58.0,32%,,N,Partly Cloudy,,,6mi South,90%,4mi,"1014""",58f.,28%,,N,Partly Cloudy,,,6mi South - SouthWest,92%,6mi,"1014""",58f.,32%,,N,Partly Cloudy,,,5mi SouthWest,91%,8mi,"1014""",58f.,40%,
2160,2017,12,CLE,CIN,N,Clear,,,2mi West - SouthWest,57.0,5.0,31.0,32.0,6%,,N,Clear,,,2mi West - SouthWest,54%,5mi,"1023""",32f.,3%,,N,Clear,,,2mi West - SouthWest,50%,6mi,"1023""",31f.,7%,,N,Clear,,,3mi West - SouthWest,47%,7mi,"1023""",31f.,16%,
2161,2017,12,TEN,IND,Y,Clear,,,3mi West,56.0,10.0,31.0,31.0,5%,,Y,Clear,,,3mi West,49%,10mi,"1023""",30f.,5%,,Y,Clear,,,4mi West - NorthWest,46%,10mi,"1023""",29f.,11%,,Y,Clear,,,4mi West - NorthWest,44%,10mi,"1022""",29f.,22%,
2162,2017,12,BUF,KC,N,Clear,,,3mi South - SouthWest,44.0,8.0,29.0,36.0,2%,,N,Clear,,,4mi South - SouthWest,40%,8mi,"1022""",36f.,1%,,N,Clear,,,5mi South - SouthWest,38%,8mi,"1022""",36f.,6%,,N,Clear,,,6mi South - SouthWest,36%,9mi,"1021""",36f.,14%,
2163,2017,12,GB,PIT,N,Clear,,,1mi SouthWest,60.0,10.0,31.0,23.0,2%,,N,Clear,,,1mi SouthWest,62%,10mi,"1020""",24f.,1%,,N,Clear,,,1mi SouthWest,65%,10mi,"1020""",25f.,1%,,N,Clear,,,2mi SouthWest,66%,10mi,"1020""",25f.,0%,
2164,2017,12,CHI,PHI,N,Clear,,,5mi NorthWest,46.0,10.0,29.0,28.0,5%,,N,Clear,,,4mi NorthWest,46%,10mi,"1015""",28f.,5%,,N,Clear,,,4mi NorthWest,45%,10mi,"1015""",28f.,3%,,N,Clear,,,4mi West - NorthWest,44%,10mi,"1016""",28f.,1%,
2165,2017,12,MIA,NE,N,Partly Cloudy,,,4mi West - NorthWest,50.0,10.0,31.0,28.0,42%,,N,Partly Cloudy,,,4mi West - NorthWest,48%,10mi,"1008""",27f.,55%,,N,Partly Cloudy,,,4mi West - NorthWest,46%,10mi,"1009""",26f.,55%,,N,Partly Cloudy,,,4mi West - NorthWest,46%,10mi,"1010""",24f.,46%,
2166,2017,13,CLE,LAC,N,Clear,,,2mi South - SouthWest,68.0,10.0,30.0,55.0,9%,,N,Clear,,,3mi SouthWest,68%,10mi,"1015""",55f.,10%,,N,Clear,,,3mi SouthWest,67%,10mi,"1014""",55f.,7%,,N,Clear,,,3mi SouthWest,65%,10mi,"1014""",55f.,5%,
2167,2017,13,IND,JAX,N,Mostly Cloudy,,,2mi North - NorthEast,83.0,8.0,32.0,62.0,79%,,N,Mostly Cloudy,,,3mi NorthEast,80%,8mi,"1020""",62f.,68%,,N,Mostly Cloudy,,,4mi NorthEast,78%,9mi,"1020""",61f.,63%,,N,Mostly Cloudy,,,5mi NorthEast,76%,10mi,"1020""",61f.,74%,
2168,2017,13,LAR,ARI,Y,Clear,,,3mi South - SouthEast,26.0,10.0,29.0,40.0,9%,,Y,Clear,,,2mi South,26%,10mi,"1010""",40f.,6%,,Y,Clear,,,1mi South,25%,10mi,"1010""",40f.,20%,,Y,Clear,,,2mi SouthWest,25%,10mi,"1010""",41f.,15%,
2169,2017,13,HOU,TEN,N,Clear,,,2mi East - SouthEast,49.0,10.0,31.0,40.0,4%,,N,Clear,,,2mi East - SouthEast,44%,9mi,"1023""",39f.,4%,,N,Clear,,,2mi East - SouthEast,41%,10mi,"1023""",39f.,13%,,N,Partly Cloudy,,,2mi East - SouthEast,39%,10mi,"1022""",40f.,28%,
2170,2017,13,SF,CHI,N,Clear,,,2mi South - SouthWest,53.0,10.0,29.0,33.0,8%,,N,Clear,,,4mi South - SouthWest,48%,10mi,"1022""",33f.,8%,,N,Clear,,,4mi South,46%,10mi,"1021""",33f.,7%,,N,Clear,,,5mi South,47%,10mi,"1021""",34f.,6%,
2171,2017,13,TB,GB,N,Clear,,,1mi South,71.0,10.0,32.0,32.0,17%,,N,Clear,,,2mi South - SouthEast,63%,10mi,"1019""",32f.,11%,,N,Clear,,,3mi South - SouthEast,59%,10mi,"1020""",32f.,16%,,N,Clear,,,4mi South - SouthEast,56%,10mi,"1018""",32f.,18%,
2172,2017,13,DEN,MIA,N,Clear,,,5mi East - NorthEast,62.0,10.0,29.0,65.0,23%,,N,Clear,,,5mi East - NorthEast,60%,10mi,"1018""",64f.,18%,,N,Clear,,,6mi East - NorthEast,60%,10mi,"1018""",64f.,20%,,N,Partly Cloudy,,,6mi East - NorthEast,59%,10mi,"1018""",63f.,25%,
2173,2017,13,DET,BAL,N,Clear,,,1mi West - SouthWest,75.0,7.0,32.0,43.0,11%,,N,Clear,,,1mi West - SouthWest,68%,7mi,"1022""",42f.,17%,,N,Clear,,,1mi South - SouthWest,63%,8mi,"1021""",41f.,15%,,N,Clear,,,1mi South - SouthEast,61%,9mi,"1022""",41f.,7%,
2174,2017,13,KC,NYJ,N,Mostly Cloudy,,,0mi East,73.0,9.0,30.0,38.0,74%,,N,Mostly Cloudy,,,0mi East,74%,9mi,"1022""",38f.,80%,,N,Mostly Cloudy,,,0mi SouthEast,72%,10mi,"1022""",39f.,84%,,N,Mostly Cloudy,,,1mi South,70%,10mi,"1022""",39f.,87%,
2175,2017,13,NYG,OAK,N,Clear,,,3mi NorthWest,56.0,10.0,31.0,40.0,8%,,N,Clear,,,3mi North - NorthWest,55%,10mi,"1022""",40f.,8%,,N,Clear,,,3mi North - NorthWest,53%,10mi,"1021""",39f.,8%,,N,Clear,,,3mi North - NorthWest,51%,10mi,"1021""",39f.,8%,
2176,2017,13,PHI,SEA,N,Mostly Cloudy,,,0mi North,87.0,6.0,30.0,38.0,71%,,N,Mostly Cloudy,,,0mi North,88%,8mi,"1026""",38f.,73%,,N,Mostly Cloudy,,,0mi East - NorthEast,89%,10mi,"1026""",38f.,79%,,N,Mostly Cloudy,,,0mi East,89%,10mi,"1026""",37f.,71%,
2177,2017,13,PIT,CIN,N,Partly Cloudy,,,3mi South - SouthEast,50.0,5.0,31.0,41.0,25%,,N,Clear,,,4mi South - SouthEast,49%,5mi,"1013""",41f.,22%,,N,Partly Cloudy,,,5mi South,49%,5mi,"1013""",41f.,31%,,N,Partly Cloudy,,,6mi South,52%,4mi,"1013""",42f.,41%,
2178,2017,13,DEN,MIA,N,Clear,,,5mi East - NorthEast,62.0,10.0,31.0,65.0,23%,,N,Clear,,,5mi East - NorthEast,60%,10mi,"1018""",64f.,18%,,N,Clear,,,6mi East - NorthEast,60%,10mi,"1018""",64f.,20%,,N,Partly Cloudy,,,6mi East - NorthEast,59%,10mi,"1018""",63f.,25%,
2179,2017,13,NE,BUF,N,Clear,,,2mi SouthWest,69.0,10.0,32.0,36.0,2%,,N,Clear,,,3mi West,65%,10mi,"1021""",36f.,5%,,N,Clear,,,2mi West - SouthWest,64%,10mi,"1020""",36f.,6%,,N,Clear,,,3mi West,65%,10mi,"1021""",36f.,6%,
2180,2017,13,CAR,NO,Y,Clear,,,3mi NorthEast,70.0,9.0,31.0,59.0,2%,,Y,Clear,,,3mi NorthEast,69%,9mi,"1019""",58f.,1%,,Y,Clear,,,2mi East - NorthEast,67%,9mi,"1019""",57f.,1%,,Y,Clear,,,3mi East,70%,10mi,"1019""",57f.,6%,
2181,2017,13,TB,GB,N,Clear,,,1mi South,71.0,10.0,30.0,32.0,17%,,N,Clear,,,2mi South - SouthEast,63%,10mi,"1019""",32f.,11%,,N,Clear,,,3mi South - SouthEast,59%,10mi,"1020""",32f.,16%,,N,Clear,,,4mi South - SouthEast,56%,10mi,"1018""",32f.,18%,
2182,2017,13,WAS,DAL,N,Clear,,,0mi North - NorthEast,60.0,10.0,29.0,44.0,1%,,N,Clear,,,0mi North - NorthEast,64%,10mi,"1022""",44f.,1%,,N,Clear,,,0mi North - NorthEast,68%,10mi,"1022""",44f.,1%,,N,Clear,,,0mi NorthEast,71%,10mi,"1023""",44f.,1%,
2183,2017,13,PHI,SEA,N,Mostly Cloudy,,,0mi North,87.0,6.0,31.0,38.0,71%,,N,Mostly Cloudy,,,0mi North,88%,8mi,"1026""",38f.,73%,,N,Mostly Cloudy,,,0mi East - NorthEast,89%,10mi,"1026""",38f.,79%,,N,Mostly Cloudy,,,0mi East,89%,10mi,"1026""",37f.,71%,
2184,2017,13,DET,BAL,N,Clear,,,1mi West - SouthWest,75.0,7.0,29.0,43.0,11%,,N,Clear,,,1mi West - SouthWest,68%,7mi,"1022""",42f.,17%,,N,Clear,,,1mi South - SouthWest,63%,8mi,"1021""",41f.,15%,,N,Clear,,,1mi South - SouthEast,61%,9mi,"1022""",41f.,7%,
2185,2017,13,SF,CHI,N,Clear,,,2mi South - SouthWest,53.0,10.0,29.0,33.0,8%,,N,Clear,,,4mi South - SouthWest,48%,10mi,"1022""",33f.,8%,,N,Clear,,,4mi South,46%,10mi,"1021""",33f.,7%,,N,Clear,,,5mi South,47%,10mi,"1021""",34f.,6%,
2186,2017,13,HOU,TEN,N,Clear,,,2mi East - SouthEast,49.0,10.0,32.0,40.0,4%,,N,Clear,,,2mi East - SouthEast,44%,9mi,"1023""",39f.,4%,,N,Clear,,,2mi East - SouthEast,41%,10mi,"1023""",39f.,13%,,N,Partly Cloudy,,,2mi East - SouthEast,39%,10mi,"1022""",40f.,28%,
2187,2017,13,WAS,DAL,N,Clear,,,0mi North - NorthEast,60.0,10.0,32.0,44.0,1%,,N,Clear,,,0mi North - NorthEast,64%,10mi,"1022""",44f.,1%,,N,Clear,,,0mi North - NorthEast,68%,10mi,"1022""",44f.,1%,,N,Clear,,,0mi NorthEast,71%,10mi,"1023""",44f.,1%,
2188,2017,13,MIN,ATL,Y,Clear,,,1mi North - NorthEast,57.0,3.0,29.0,46.0,15%,,Y,Clear,,,1mi North,51%,3mi,"1021""",45f.,17%,,Y,Clear,,,1mi North,47%,4mi,"1021""",44f.,22%,,Y,Partly Cloudy,,,1mi North,45%,6mi,"1021""",44f.,30%,
2189,2017,13,LAR,ARI,Y,Clear,,,3mi South - SouthEast,26.0,10.0,31.0,40.0,9%,,Y,Clear,,,2mi South,26%,10mi,"1010""",40f.,6%,,Y,Clear,,,1mi South,25%,10mi,"1010""",40f.,20%,,Y,Clear,,,2mi SouthWest,25%,10mi,"1010""",41f.,15%,
2190,2017,13,CAR,NO,Y,Clear,,,3mi NorthEast,70.0,9.0,31.0,59.0,2%,,Y,Clear,,,3mi NorthEast,69%,9mi,"1019""",58f.,1%,,Y,Clear,,,2mi East - NorthEast,67%,9mi,"1019""",57f.,1%,,Y,Clear,,,3mi East,70%,10mi,"1019""",57f.,6%,
2191,2017,13,IND,JAX,N,Mostly Cloudy,,,2mi North - NorthEast,83.0,8.0,32.0,62.0,79%,,N,Mostly Cloudy,,,3mi NorthEast,80%,8mi,"1020""",62f.,68%,,N,Mostly Cloudy,,,4mi NorthEast,78%,9mi,"1020""",61f.,63%,,N,Mostly Cloudy,,,5mi NorthEast,76%,10mi,"1020""",61f.,74%,
2192,2017,13,NYG,OAK,N,Clear,,,3mi NorthWest,56.0,10.0,30.0,40.0,8%,,N,Clear,,,3mi North - NorthWest,55%,10mi,"1022""",40f.,8%,,N,Clear,,,3mi North - NorthWest,53%,10mi,"1021""",39f.,8%,,N,Clear,,,3mi North - NorthWest,51%,10mi,"1021""",39f.,8%,
2193,2017,13,PIT,CIN,N,Partly Cloudy,,,3mi South - SouthEast,50.0,5.0,32.0,41.0,25%,,N,Clear,,,4mi South - SouthEast,49%,5mi,"1013""",41f.,22%,,N,Partly Cloudy,,,5mi South,49%,5mi,"1013""",41f.,31%,,N,Partly Cloudy,,,6mi South,52%,4mi,"1013""",42f.,41%,
2194,2017,13,MIN,ATL,Y,Clear,,,1mi North - NorthEast,57.0,3.0,29.0,46.0,15%,,Y,Clear,,,1mi North,51%,3mi,"1021""",45f.,17%,,Y,Clear,,,1mi North,47%,4mi,"1021""",44f.,22%,,Y,Partly Cloudy,,,1mi North,45%,6mi,"1021""",44f.,30%,
