Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,BaltimoreRavens,BAL,DST,2014,17,CLE,0,3,0,1,0,0,0,0,6,0,0
1,HoustonTexans,HOU,DST,2014,17,JAX,0,4,0,1,0,0,0,0,5,0,0
1,DallasCowboys,DAL,DST,2014,17,WAS,0,2,0,1,0,0,0,0,13,0,0
1,SeattleSeahawks,SEA,DST,2014,17,LAR,0,3,0,1,0,0,1,0,8,0,0
1,IndianapolisColts,IND,DST,2014,17,TEN,0,2,0,1,0,0,0,0,12,0,0
1,DenverBroncos,DEN,DST,2014,17,OAK,0,3,0,1,1,0,0,0,12,0,0
1,NewEnglandPatriots,NE,DST,2014,17,BUF,0,3,0,1,0,0,0,0,13,0,0
1,SanFrancisco49ers,SF,DST,2014,17,ARI,0,2,0,1,0,0,0,0,10,0,0
1,NewOrleansSaints,NO,DST,2014,17,TB,0,2,0,0,0,0,0,0,13,0,0
1,LosAngelesChargers,LAC,DST,2014,17,KC,0,3,0,1,0,0,0,0,15,0,0
1,JacksonvilleJaguars,JAX,DST,2014,17,HOU,0,1,0,0,0,0,0,0,18,0,0
1,ArizonaCardinals,ARI,DST,2014,17,SF,0,3,0,1,1,0,0,0,17,0,0
1,MiamiDolphins,MIA,DST,2014,17,NYJ,0,4,0,1,0,0,0,0,19,0,0
1,PittsburghSteelers,PIT,DST,2014,17,CIN,0,2,0,1,0,0,0,0,24,0,0
1,GreenBayPackers,GB,DST,2014,17,DET,0,3,0,1,0,0,0,0,20,0,0
1,ClevelandBrowns,CLE,DST,2014,17,BAL,0,2,0,0,0,0,0,0,25,0,0
1,TennesseeTitans,TEN,DST,2014,17,IND,0,2,0,1,0,0,0,0,29,0,0
1,NewYorkJets,NYJ,DST,2014,17,MIA,0,2,0,1,0,0,0,0,22,0,0
1,CarolinaPanthers,CAR,DST,2014,17,ATL,0,3,0,1,0,0,0,0,26,0,0
1,KansasCityChiefs,KC,DST,2014,17,LAC,0,3,0,1,0,0,0,0,19,0,0
1,MinnesotaVikings,MIN,DST,2014,17,CHI,0,3,0,1,0,0,0,0,23,0,0
1,TampaBayBuccaneers,TB,DST,2014,17,NO,0,2,0,1,0,0,0,0,26,0,0
1,ChicagoBears,CHI,DST,2014,17,MIN,0,2,0,1,0,0,0,0,26,0,0
1,BuffaloBills,BUF,DST,2014,17,NE,0,2,0,0,0,0,0,0,26,0,0
1,CincinnatiBengals,CIN,DST,2014,17,PIT,0,3,0,1,0,0,0,0,26,0,0
1,NewYorkGiants,NYG,DST,2014,17,PHI,0,3,0,1,1,0,0,0,24,0,0
1,AtlantaFalcons,ATL,DST,2014,17,CAR,0,2,0,1,0,0,0,0,29,0,0
1,OaklandRaiders,OAK,DST,2014,17,DEN,0,2,0,0,0,0,0,0,30,0,0
1,LosAngelesRams,LAR,DST,2014,17,SEA,0,3,0,0,0,0,0,0,29,0,0
1,PhiladelphiaEagles,PHI,DST,2014,17,NYG,0,2,0,0,1,0,0,0,29,0,0
1,WashingtonRedskins,WAS,DST,2014,17,DAL,0,3,0,0,0,0,0,0,33,0,0
1,DetroitLions,DET,DST,2014,17,GB,0,4,0,0,0,0,0,0,34,0,0
