Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,SeattleSeahawks,SEA,DST,2014,15,SF,0,3,0,2,0,0,0,0,8,0,0
1,CarolinaPanthers,CAR,DST,2014,15,TB,0,3,0,1,0,0,0,0,11,0,0
1,LosAngelesRams,LAR,DST,2014,15,ARI,0,4,0,1,1,0,0,0,12,0,0
1,BaltimoreRavens,BAL,DST,2014,15,JAX,0,4,0,1,1,0,0,0,12,0,0
1,NewYorkJets,NYJ,DST,2014,15,TEN,0,2,0,1,0,0,0,0,13,0,0
1,KansasCityChiefs,KC,DST,2014,15,OAK,0,3,0,1,0,0,0,0,14,0,0
1,NewYorkGiants,NYG,DST,2014,15,WAS,0,4,0,1,0,0,0,0,14,0,0
1,DetroitLions,DET,DST,2014,15,MIN,0,4,0,1,0,0,0,0,15,0,0
1,GreenBayPackers,GB,DST,2014,15,BUF,0,3,0,1,0,0,0,0,15,0,0
1,TennesseeTitans,TEN,DST,2014,15,NYJ,0,2,0,1,0,0,0,0,17,0,0
1,ArizonaCardinals,ARI,DST,2014,15,LAR,0,4,0,1,1,0,0,0,17,0,0
1,CincinnatiBengals,CIN,DST,2014,15,CLE,0,3,0,1,0,0,0,0,18,0,0
1,IndianapolisColts,IND,DST,2014,15,HOU,0,3,0,1,0,0,0,0,19,0,0
1,NewEnglandPatriots,NE,DST,2014,15,MIA,0,4,0,2,1,0,0,0,17,0,0
1,ClevelandBrowns,CLE,DST,2014,15,CIN,0,3,0,1,1,0,0,0,20,0,0
1,DenverBroncos,DEN,DST,2014,15,LAC,0,3,0,1,0,0,0,0,20,0,0
1,OaklandRaiders,OAK,DST,2014,15,KC,0,2,0,1,0,0,0,0,24,0,0
1,JacksonvilleJaguars,JAX,DST,2014,15,BAL,0,3,0,0,0,0,0,0,28,0,0
1,NewOrleansSaints,NO,DST,2014,15,CHI,0,2,0,1,0,0,0,0,26,0,0
1,MinnesotaVikings,MIN,DST,2014,15,DET,0,3,0,1,0,0,0,0,29,0,0
1,AtlantaFalcons,ATL,DST,2014,15,PIT,0,2,0,1,0,0,0,0,27,0,0
1,TampaBayBuccaneers,TB,DST,2014,15,CAR,0,3,0,0,1,0,0,0,28,0,0
1,WashingtonRedskins,WAS,DST,2014,15,NYG,0,2,0,0,0,0,0,0,28,0,0
1,HoustonTexans,HOU,DST,2014,15,IND,0,5,0,1,1,0,0,0,28,0,0
1,SanFrancisco49ers,SF,DST,2014,15,SEA,0,2,0,0,0,0,0,0,29,0,0
1,ChicagoBears,CHI,DST,2014,15,NO,0,2,0,1,0,0,0,0,27,0,0
1,DallasCowboys,DAL,DST,2014,15,PHI,0,2,0,1,0,0,0,0,30,0,0
1,BuffaloBills,BUF,DST,2014,15,GB,0,3,0,0,0,0,0,0,27,0,0
1,PittsburghSteelers,PIT,DST,2014,15,ATL,0,2,0,0,1,0,0,0,25,0,0
1,PhiladelphiaEagles,PHI,DST,2014,15,DAL,0,4,0,1,1,0,0,0,31,0,0
1,LosAngelesChargers,LAC,DST,2014,15,DEN,0,1,0,1,0,0,0,0,33,0,0
1,MiamiDolphins,MIA,DST,2014,15,NE,0,2,0,1,0,0,0,0,32,0,0
