Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CarolinaPanthers,CAR,DST,2014,1,TB,0,4,0,1,1,0,0,0,16,0,0
1,NewYorkJets,NYJ,DST,2014,1,OAK,0,3,0,1,1,0,0,0,16,0,0
1,NewEnglandPatriots,NE,DST,2014,1,MIA,0,4,0,1,1,0,0,0,15,0,0
1,KansasCityChiefs,KC,DST,2014,1,TEN,0,2,0,1,1,0,0,0,16,0,0
1,CincinnatiBengals,CIN,DST,2014,1,BAL,0,4,0,1,0,0,0,0,18,0,0
1,ChicagoBears,CHI,DST,2014,1,BUF,0,2,0,1,1,0,0,0,18,0,0
1,NewOrleansSaints,NO,DST,2014,1,ATL,0,2,0,1,1,0,0,0,20,0,0
1,PittsburghSteelers,PIT,DST,2014,1,CLE,0,3,0,1,0,0,0,0,15,0,0
1,PhiladelphiaEagles,PHI,DST,2014,1,JAX,0,3,0,1,0,0,0,0,15,0,0
1,HoustonTexans,HOU,DST,2014,1,WAS,0,4,0,1,1,0,0,0,21,0,0
1,ArizonaCardinals,ARI,DST,2014,1,LAC,0,3,0,1,1,0,0,0,20,0,0
1,DetroitLions,DET,DST,2014,1,NYG,0,2,0,2,1,0,0,0,17,0,0
1,LosAngelesChargers,LAC,DST,2014,1,ARI,0,2,0,1,0,0,0,0,22,0,0
1,SanFrancisco49ers,SF,DST,2014,1,DAL,0,2,0,1,1,0,0,0,25,0,0
1,SeattleSeahawks,SEA,DST,2014,1,GB,0,3,0,2,0,0,0,0,20,0,0
1,TampaBayBuccaneers,TB,DST,2014,1,CAR,0,3,0,1,0,0,0,0,19,0,0
1,BaltimoreRavens,BAL,DST,2014,1,CIN,0,2,0,1,0,0,0,0,20,0,0
1,OaklandRaiders,OAK,DST,2014,1,NYJ,0,2,0,1,1,0,0,0,23,0,0
1,DenverBroncos,DEN,DST,2014,1,IND,0,3,0,1,0,0,0,0,22,0,0
1,LosAngelesRams,LAR,DST,2014,1,MIN,0,4,0,1,1,0,0,0,24,0,0
1,NewYorkGiants,NYG,DST,2014,1,DET,0,2,0,1,0,0,0,0,26,0,0
1,MiamiDolphins,MIA,DST,2014,1,NE,0,3,0,1,0,0,0,0,26,0,0
1,ClevelandBrowns,CLE,DST,2014,1,PIT,0,2,0,1,1,0,0,0,23,0,0
1,WashingtonRedskins,WAS,DST,2014,1,HOU,0,2,0,1,0,0,0,0,22,0,0
1,MinnesotaVikings,MIN,DST,2014,1,LAR,0,2,0,1,0,0,0,0,21,0,0
1,BuffaloBills,BUF,DST,2014,1,CHI,0,2,0,1,0,0,0,0,26,0,0
1,GreenBayPackers,GB,DST,2014,1,SEA,0,3,0,1,1,0,0,0,28,0,0
1,TennesseeTitans,TEN,DST,2014,1,KC,0,2,0,0,0,0,0,0,24,0,0
1,JacksonvilleJaguars,JAX,DST,2014,1,PHI,0,2,0,0,0,0,0,0,29,0,0
1,AtlantaFalcons,ATL,DST,2014,1,NO,0,2,0,1,1,0,0,0,30,0,0
1,DallasCowboys,DAL,DST,2014,1,SF,0,2,0,0,0,0,0,0,30,0,0
1,IndianapolisColts,IND,DST,2014,1,DEN,0,1,0,1,1,0,0,0,34,0,0
