ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-09-11,1,23.180,NWE,@,ARI,W 23-21,*
2,2016,2016-09-18,2,23.187,NWE,,MIA,W 31-24,
3,2016,2016-09-22,3,23.191,NWE,,HOU,W 27-0,
4,2016,2016-10-02,4,23.201,NWE,,BUF,L 0-16,
5,2016,2016-10-09,5,23.208,NWE,@,CLE,W 33-13,
6,2016,2016-10-16,6,23.215,NWE,,CIN,W 35-17,
7,2016,2016-10-23,7,23.222,NWE,@,PIT,W 27-16,
8,2016,2016-10-30,8,23.229,NWE,@,BUF,W 41-25,
9,2016,2016-11-13,9,23.243,NWE,,SEA,L 24-31,
10,2016,2016-11-20,10,23.250,NWE,@,SFO,W 30-17,
11,2016,2016-11-27,11,23.257,NWE,@,NYJ,W 22-17,
12,2016,2016-12-04,12,23.264,NWE,,LAR,W 26-10,
13,2016,2016-12-12,13,23.272,NWE,,BAL,W 30-23,
14,2016,2016-12-18,14,23.278,NWE,@,DEN,W 16-3,
15,2016,2016-12-24,15,23.284,NWE,,NYJ,W 41-3,
16,2016,2017-01-01,16,23.292,NWE,@,MIA,W 35-14,
17,2017,2017-09-07,1,24.176,NWE,,KAN,L 27-42,
18,2017,2017-09-17,2,24.186,NWE,@,NOR,W 36-20,
19,2017,2017-09-24,3,24.193,NWE,,HOU,W 36-33,
20,2017,2017-10-01,4,24.200,NWE,,CAR,L 30-33,
21,2017,2017-10-05,5,24.204,NWE,@,TAM,W 19-14,
22,2017,2017-10-15,6,24.214,NWE,@,NYJ,W 24-17,
23,2017,2017-10-22,7,24.221,NWE,,ATL,W 23-7,
24,2017,2017-10-29,8,24.228,NWE,,LAC,W 21-13,
25,2017,2017-11-12,9,24.242,NWE,@,DEN,W 41-16,
26,2017,2017-11-19,10,24.249,NWE,@,OAK,W 33-8,*
27,2017,2017-11-26,11,24.256,NWE,,MIA,W 35-17,*
28,2017,2017-12-03,12,24.263,NWE,@,BUF,W 23-3,
29,2017,2017-12-11,13,24.271,NWE,@,MIA,L 20-27,
30,2017,2017-12-17,14,24.277,NWE,@,PIT,W 27-24,
31,2017,2017-12-24,15,24.284,NWE,,BUF,W 37-16,
32,2017,2017-12-31,16,24.291,NWE,,NYJ,W 26-6,
33,2018,2018-09-09,1,25.178,NWE,,HOU,W 27-20,
34,2018,2018-09-16,2,25.185,NWE,@,JAX,L 20-31,
35,2018,2018-09-23,3,25.192,NWE,@,DET,L 10-26,
