ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1981,1981-09-06,1,21.318,MIA,@,STL,W 20-7,1,9,9.00,0,3,9,3.00,0,0,0,,0,2,20,10.00,0,0,0
2,1981,1981-09-10,2,21.322,MIA,,PIT,W 30-10,2,1,0.50,0,1,2,2.00,0,0,0,,0,1,87,87.00,1,1,6
3,1981,1981-09-20,3,21.332,MIA,@,HOU,W 16-10,4,28,7.00,0,8,6,0.75,0,0,0,,0,4,49,12.25,0,0,0
4,1981,1981-09-27,4,21.339,MIA,@,BAL,W 31-28,6,60,10.00,1,7,19,2.71,0,0,0,,0,0,0,,0,1,6
5,1981,1981-10-04,5,21.346,MIA,,NYJ,T 28-28,7,30,4.29,0,7,15,2.14,0,0,0,,0,0,0,,0,0,0
6,1981,1981-10-12,6,21.354,MIA,@,BUF,L 21-31,1,1,1.00,0,0,0,,0,0,0,,0,2,17,8.50,0,0,0
7,1981,1981-10-18,7,21.360,MIA,,WAS,W 13-10,0,0,,0,0,0,,0,0,0,,0,2,14,7.00,0,0,0
8,1981,1981-10-25,8,22.002,MIA,@,DAL,L 27-28,1,11,11.00,0,2,6,3.00,0,0,0,,0,2,13,6.50,0,0,0
9,1981,1981-11-01,9,22.009,MIA,,BAL,W 27-10,0,0,,0,0,0,,0,0,0,,0,2,12,6.00,0,0,0
10,1981,1981-11-08,10,22.016,MIA,@,NWE,W 30-27,1,9,9.00,0,1,30,30.00,1,0,0,,0,1,9,9.00,0,1,6
11,1981,1981-11-15,11,22.023,MIA,,OAK,L 17-33,5,30,6.00,0,0,0,,0,0,0,,0,5,47,9.40,0,0,0
12,1981,1981-11-22,12,22.030,MIA,@,NYJ,L 15-16,0,0,,0,0,0,,0,2,36,18.00,0,1,4,4.00,0,0,0
13,1981,1981-11-30,13,22.038,MIA,,PHI,W 13-10,0,0,,0,0,0,,0,0,0,,0,6,73,12.17,0,0,0
14,1981,1981-12-06,14,22.044,MIA,,NWE,W 24-14,1,9,9.00,0,0,0,,0,0,0,,0,3,4,1.33,0,0,0
15,1981,1981-12-13,15,22.051,MIA,@,KAN,W 17-7,3,42,14.00,0,2,0,0.00,0,0,0,,0,4,18,4.50,0,0,0
16,1981,1981-12-19,16,22.057,MIA,,BUF,W 16-6,1,7,7.00,1,4,29,7.25,0,2,48,24.00,0,1,12,12.00,0,1,6
17,1982,1982-09-12,1,22.324,MIA,@,NYJ,W 45-28,2,19,9.50,0,1,2,2.00,0,0,0,,0,3,79,26.33,1,1,6
18,1982,1982-09-19,2,22.331,MIA,,BAL,W 24-20,2,16,8.00,0,2,31,15.50,1,0,0,,0,2,25,12.50,0,1,6
19,1982,1982-11-21,3,23.029,MIA,@,BUF,W 9-7,2,11,5.50,0,2,8,4.00,0,0,0,,0,2,1,0.50,0,0,0
20,1982,1982-11-29,4,23.037,MIA,@,TAM,L 17-23,7,39,5.57,0,5,17,3.40,0,0,0,,0,3,38,12.67,0,0,0
21,1982,1982-12-05,5,23.043,MIA,,MIN,W 22-14,2,3,1.50,0,7,22,3.14,0,0,0,,0,2,9,4.50,0,0,0
22,1982,1982-12-12,6,23.050,MIA,@,NWE,L 0-3,1,5,5.00,0,1,13,13.00,0,0,0,,0,2,2,1.00,0,0,0
23,1982,1982-12-18,7,23.056,MIA,,NYJ,W 20-19,6,53,8.83,0,0,0,,0,0,0,,0,3,17,5.67,0,0,0
24,1982,1982-12-27,8,23.065,MIA,,BUF,W 27-10,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
25,1982,1983-01-02,9,23.071,MIA,@,BAL,W 34-7,2,40,20.00,0,1,6,6.00,0,0,0,,0,2,21,10.50,0,0,0
26,1983,1983-09-04,1,23.316,MIA,@,BUF,W 12-0,1,7,7.00,0,0,0,,0,0,0,,0,1,62,62.00,0,0,0
27,1985,1985-10-27,8,26.004,MIA,@,DET,L 21-31,0,0,,0,0,0,,0,0,0,,0,3,22,7.33,0,0,0
28,1985,1985-11-03,9,26.011,MIA,@,NWE,L 13-17,0,0,,0,0,0,,0,0,0,,0,3,32,10.67,0,0,0
29,1985,1985-11-10,10,26.018,MIA,,NYJ,W 21-17,0,0,,0,0,0,,0,0,0,,0,2,41,20.50,0,0,0
30,1985,1985-11-17,11,26.025,MIA,@,IND,W 34-20,0,0,,0,0,0,,0,0,0,,0,2,22,11.00,0,0,0
31,1985,1985-11-24,12,26.032,MIA,@,BUF,W 23-14,0,0,,0,0,0,,0,0,0,,0,3,35,11.67,0,0,0
32,1985,1985-12-02,13,26.040,MIA,,CHI,W 38-24,0,0,,0,0,0,,0,0,0,,0,1,4,4.00,0,0,0
33,1985,1985-12-08,14,26.046,MIA,@,GNB,W 34-24,0,0,,0,0,0,,0,0,0,,0,2,7,3.50,0,0,0
34,1985,1985-12-16,15,26.054,MIA,,NWE,W 30-27,0,0,,0,0,0,,0,0,0,,0,2,16,8.00,0,0,0
35,1985,1985-12-22,16,26.060,MIA,,BUF,W 28-0,1,9,9.00,0,0,0,,0,0,0,,0,4,18,4.50,0,0,0
