ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1991,1991-12-23,16,24.042,SFO,,CHI,W 52-14,,4,5,80.00,33,1,0,133.7,0,0,6.60,10.60,0,0,,0
2,1993,1993-10-03,5,25.326,SFO,,MIN,W 38-19,,0,0,,0,0,0,,,,,,3,-3,-1.00,0
3,1995,1995-10-01,5,27.324,DEN,@,SEA,L 10-27,,4,8,50.00,34,0,0,61.5,0,0,4.25,4.25,0,0,,0
4,1995,1995-10-16,7,27.339,DEN,,OAK,W 27-0,,3,3,100.00,47,0,0,118.7,0,0,15.67,15.67,1,0,0.00,0
5,1995,1995-11-05,9,27.359,DEN,,ARI,W 38-6,,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,3,-4,-1.33,0
6,1995,1995-12-03,13,28.022,DEN,,JAX,W 31-23,,0,0,,0,0,0,,0,,,,0,0,,0
7,1996,1996-09-01,1,28.295,DEN,,NYJ,W 31-6,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0
8,1996,1996-10-27,8,28.351,DEN,,KAN,W 34-7,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,4,-3,-0.75,0
9,1996,1996-11-17,11,29.006,DEN,@,NWE,W 34-8,,2,4,50.00,55,0,0,95.8,0,0,13.75,13.75,0,0,,0
10,1996,1996-12-01,13,29.020,DEN,,SEA,W 34-7,,6,7,85.71,51,0,0,97.0,0,0,7.29,7.29,3,-3,-1.00,0
11,1996,1996-12-08,14,29.027,DEN,@,GNB,L 6-41,*,12,21,57.14,101,0,0,69.7,3,23,4.81,4.81,1,6,6.00,0
12,1996,1996-12-22,16,29.041,DEN,@,SDG,L 10-16,,11,18,61.11,69,0,1,45.8,1,9,3.83,1.33,2,-2,-1.00,0
