ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1990,1990-09-23,3,23.363,CIN,,NWE,W 41-7,,0,1,0.00,0,0,1,0.0,2,9,0.00,-45.00,0,0,,0,0,0
2,1990,1990-12-16,14,24.082,CIN,@,RAI,L 7-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
3,1991,1991-10-06,5,25.011,CLE,,NYJ,L 14-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
4,1991,1991-10-13,6,25.018,CLE,@,WAS,L 17-42,,4,7,57.14,49,0,1,39.3,0,0,7.00,0.57,0,0,,0,0,0
5,1991,1991-12-01,13,25.067,CLE,@,IND,W 31-0,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
6,1991,1991-12-22,16,25.088,CLE,@,PIT,L 10-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
7,1992,1992-09-20,3,25.361,CLE,@,RAI,W 28-16,*,10,20,50.00,200,3,0,125.0,0,0,10.00,13.00,0,0,,0,0,0
8,1992,1992-11-22,11,26.058,CLE,@,MIN,L 13-17,,3,7,42.86,17,0,1,10.7,1,6,2.43,-4.00,0,0,,0,0,0
9,1993,1993-11-14,9,27.050,CLE,@,SEA,L 5-22,*,9,20,45.00,85,0,2,17.7,3,28,4.25,-0.25,1,0,0.00,0,0,0
10,1993,1993-11-21,10,27.057,CLE,,HOU,L 20-27,*,22,47,46.81,316,2,4,47.8,2,16,6.72,3.74,0,0,,0,0,0
11,1993,1993-11-28,11,27.064,CLE,@,ATL,L 14-17,*,14,26,53.85,207,1,0,92.9,2,16,7.96,8.73,1,3,3.00,1,1,6
12,1993,1993-12-05,12,27.071,CLE,,NOR,W 17-13,*,7,15,46.67,91,1,1,60.7,0,0,6.07,4.40,0,0,,0,0,0
13,1993,1993-12-26,15,27.092,CLE,@,RAM,W 42-14,,0,0,,0,0,0,,0,,,,0,0,,0,,
14,1997,1997-11-23,12,31.059,SDG,@,SFO,L 10-17,,6,10,60.00,57,0,0,75.8,4,27,5.70,5.70,1,3,3.00,0,0,0
15,1997,1997-12-14,15,31.080,SDG,,KAN,L 7-29,,10,18,55.56,116,0,1,52.1,4,17,6.44,3.94,0,0,,0,0,0
