ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-11-22,10,22.347,CHI,,PHI,L 20-24,,4,81,20.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
2,2009,2009-11-29,11,22.354,CHI,@,MIN,L 10-36,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
3,2009,2009-12-06,12,22.361,CHI,,STL,W 17-9,,11,35,3.18,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
4,2009,2009-12-13,13,23.003,CHI,,GNB,L 14-21,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2009,2009-12-20,14,23.010,CHI,@,BAL,L 7-31,,6,30,5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
6,2009,2009-12-28,15,23.018,CHI,,MIN,W 36-30,,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2009,2010-01-03,16,23.024,CHI,@,DET,W 37-23,,11,44,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
8,2011,2011-09-11,1,24.275,CHI,,ATL,W 30-12,,10,24,2.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
9,2011,2011-09-18,2,24.282,CHI,@,NOR,L 13-30,,1,-1,-1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
10,2011,2011-09-25,3,24.289,CHI,,GNB,L 17-27,,,,,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-10-02,4,24.296,CHI,,CAR,W 34-29,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0,0.0,0,0
12,2011,2011-10-16,6,24.310,CHI,,MIN,W 39-10,,,,,,,,,,,0.0%,,,,,,,,,,
13,2011,2011-10-23,7,24.317,CHI,@,TAM,W 24-18,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
14,2011,2011-11-20,10,24.345,CHI,,SDG,W 31-20,,,,,,0,,,,,0.0%,,,,,,,,,,
15,2011,2011-11-27,11,24.352,CHI,@,OAK,L 20-25,,,,,,,,,,,0.0%,,,,,,,,,,
16,2011,2011-12-04,12,24.359,CHI,,KAN,L 3-10,,4,34,8.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
17,2011,2011-12-11,13,25.001,CHI,@,DEN,L 10-13,*,9,40,4.44,0,5,5,24,4.80,0,100.0%,4.80,0,0,,0,0,0,0.0,0,0
18,2011,2011-12-18,14,25.008,CHI,,SEA,L 14-38,,15,65,4.33,0,6,5,43,8.60,1,83.3%,7.17,1,25,25.00,0,1,6,0.0,0,0
19,2011,2011-12-25,15,25.015,CHI,@,GNB,L 21-35,*,23,121,5.26,0,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0,0.0,2,0
20,2011,2012-01-01,16,25.022,CHI,@,MIN,W 17-13,*,17,54,3.18,0,5,5,28,5.60,0,100.0%,5.60,0,0,,0,0,0,0.0,0,0
21,2012,2012-09-23,3,25.288,CHI,,STL,W 23-6,,10,20,2.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
22,2012,2012-10-01,4,25.296,CHI,@,DAL,W 34-18,,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
23,2012,2012-11-18,10,25.344,NYJ,@,STL,W 27-13,,,,,,,,,,,0.0%,,,,,,,,,,
24,2012,2012-12-02,12,25.358,NYJ,,ARI,W 7-6,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
25,2012,2012-12-09,13,25.365,NYJ,@,JAX,W 17-10,,,,,,,,,,,0.0%,,,,,,,,,,
26,2012,2012-12-23,15,26.013,CHI,@,ARI,W 28-13,,13,32,2.46,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
27,2012,2012-12-30,16,26.020,CHI,@,DET,W 26-24,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
28,2013,2013-12-15,14,27.005,GNB,@,DAL,W 37-36,,,,,,,,,,,0.0%,,,,,,,,,,
29,2013,2013-12-22,15,27.012,GNB,,PIT,L 31-38,,,,,,,,,,,0.0%,,,,,,,,,,
30,2013,2013-12-29,16,27.019,GNB,@,CHI,W 33-28,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,0.0,0,0
