ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1983,1983-11-06,10,23.215,HOU,,CIN,L 14-55,,24,41,58.54,229,1,2,61.9,3,37,5.59,3.88,2,5,2.50,0,0,0
2,1983,1983-11-13,11,23.222,HOU,,DET,W 27-17,*,18,26,69.23,189,2,1,99.7,1,0,7.27,7.08,4,10,2.50,0,0,0
3,1983,1983-11-20,12,23.229,HOU,@,CIN,L 10-38,*,15,30,50.00,181,1,3,40.4,2,23,6.03,2.20,1,0,0.00,0,0,0
4,1983,1983-11-27,13,23.236,HOU,@,TAM,L 24-33,*,19,31,61.29,186,1,3,49.3,2,21,6.00,2.29,1,5,5.00,0,0,0
5,1983,1983-12-04,14,23.243,HOU,,MIA,L 17-24,*,13,26,50.00,167,1,1,67.3,1,7,6.42,5.46,1,17,17.00,0,0,0
6,1983,1983-12-11,15,23.250,HOU,,CLE,W 34-27,*,13,24,54.17,178,1,0,92.0,4,34,7.42,8.25,5,8,1.60,0,0,0
7,1983,1983-12-18,16,23.257,HOU,@,BAL,L 10-20,*,22,39,56.41,245,1,3,51.8,3,16,6.28,3.33,3,10,3.33,0,0,0
8,1984,1984-09-16,3,24.164,HOU,@,SDG,L 14-31,,4,4,100.00,70,1,0,158.3,0,0,17.50,22.50,1,9,9.00,0,0,0
9,1984,1984-09-30,5,24.178,HOU,,NOR,L 10-27,,4,10,40.00,47,0,0,55.0,2,11,4.70,4.70,1,2,2.00,0,0,0
10,1984,1984-10-28,9,24.206,HOU,,CIN,L 13-31,,6,10,60.00,48,0,1,32.5,0,0,4.80,0.30,3,38,12.67,1,1,6
11,1984,1984-11-04,10,24.213,HOU,@,PIT,L 7-35,,8,12,66.67,91,1,0,117.0,0,0,7.58,9.25,5,26,5.20,0,0,0
12,1985,1985-10-20,7,25.198,HOU,,CIN,W 44-27,,0,0,,0,0,0,,0,,,,1,-2,-2.00,0,0,0
13,1985,1985-11-10,10,25.219,HOU,@,BUF,L 0-20,,3,7,42.86,18,0,0,50.3,1,9,2.57,2.57,3,24,8.00,0,0,0
14,1985,1985-11-17,11,25.226,HOU,,PIT,L 7-30,,13,23,56.52,74,0,1,44.5,2,9,3.22,1.26,2,17,8.50,0,0,0
15,1985,1985-11-24,12,25.233,HOU,,SDG,W 37-35,*,24,42,57.14,286,1,1,76.1,2,8,6.81,6.21,4,30,7.50,0,0,0
16,1985,1985-12-01,13,25.240,HOU,@,CIN,L 27-45,*,16,28,57.14,194,1,0,90.5,3,24,6.93,7.64,5,26,5.20,0,0,0
17,1986,1986-09-07,1,26.155,HOU,@,GNB,W 31-3,,0,0,,0,0,0,,0,,,,0,0,,0,,
18,1986,1986-11-02,9,26.211,HOU,@,MIA,L 7-28,,9,19,47.37,119,0,1,45.7,1,7,6.26,3.89,0,0,,0,0,0
19,1986,1986-11-30,13,26.239,HOU,@,CLE,L 10-13,,12,15,80.00,112,1,2,80.4,0,0,7.47,2.80,1,8,8.00,0,0,0
20,1986,1986-12-07,14,26.246,HOU,@,SDG,L 0-27,*,10,26,38.46,110,0,2,19.7,6,55,4.23,0.77,1,4,4.00,0,0,0
