ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1966,1966-09-04,1,23.243,BUF,@,SDG,L 7-27,9,22,2.44,1,1,-3,-3.00,0,1,6
2,1966,1966-09-11,2,23.250,BUF,,KAN,L 20-42,12,40,3.33,0,1,5,5.00,0,0,0
3,1966,1966-09-18,3,23.257,BUF,,MIA,W 58-24,14,64,4.57,2,2,21,10.50,0,2,12
4,1966,1966-09-25,4,23.264,BUF,,HOU,W 27-20,13,70,5.38,0,1,15,15.00,1,1,6
5,1966,1966-10-02,5,23.271,BUF,@,KAN,W 29-14,15,46,3.07,0,3,39,13.00,0,0,0
6,1966,1966-10-08,6,23.277,BUF,,BOS,L 10-20,3,-3,-1.00,0,5,54,10.80,0,0,0
7,1966,1966-10-16,7,23.285,BUF,,SDG,T 17-17,27,138,5.11,0,2,13,6.50,1,1,6
8,1966,1966-10-30,8,23.299,BUF,@,NYJ,W 33-23,17,84,4.94,0,5,25,5.00,0,0,0
9,1966,1966-11-06,9,23.306,BUF,@,MIA,W 29-0,13,52,4.00,1,4,60,15.00,1,2,12
10,1966,1966-11-13,10,23.313,BUF,,NYJ,W 14-3,15,40,2.67,0,1,5,5.00,0,0,0
11,1966,1966-11-20,11,23.320,BUF,@,HOU,W 42-20,14,49,3.50,0,1,3,3.00,0,0,0
12,1966,1966-11-24,12,23.324,BUF,@,OAK,W 31-10,16,59,3.69,0,3,82,27.33,1,1,6
13,1966,1966-12-04,13,23.334,BUF,@,BOS,L 3-14,6,29,4.83,0,3,78,26.00,0,0,0
14,1966,1966-12-18,14,23.348,BUF,,DEN,W 38-21,13,76,5.85,0,2,22,11.00,0,0,0
15,1967,1967-09-10,1,24.249,BUF,,NYJ,W 20-17,7,9,1.29,0,1,2,2.00,0,0,0
16,1967,1967-09-17,2,24.256,BUF,,HOU,L 3-20,4,-11,-2.75,0,1,38,38.00,0,0,0
17,1967,1967-09-24,3,24.263,BUF,,BOS,L 0-23,5,6,1.20,0,3,16,5.33,0,0,0
18,1967,1967-10-08,5,24.277,BUF,@,DEN,W 17-16,9,26,2.89,0,4,41,10.25,0,0,0
19,1967,1967-10-15,6,24.284,BUF,,OAK,L 20-24,0,0,,0,1,9,9.00,0,0,0
20,1967,1967-10-29,7,24.298,BUF,@,HOU,L 3-10,6,15,2.50,0,0,0,,0,0,0
21,1967,1967-11-05,8,24.305,BUF,,MIA,W 35-13,4,19,4.75,0,1,8,8.00,0,0,0
22,1967,1967-11-12,9,24.312,BUF,@,NYJ,L 10-20,10,32,3.20,0,0,0,,0,0,0
23,1969,1969-09-14,1,26.253,DEN,,BOS,W 35-7,4,8,2.00,0,0,0,,0,0,0
24,1969,1969-09-21,2,26.260,DEN,,NYJ,W 21-19,1,1,1.00,0,0,0,,0,0,0
