ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1986,1986-09-07,1,25.060,NWE,,IND,W 33-3,,0,0,,0,0,0,,0,,,,0,0,,0,,
2,1986,1986-10-05,5,25.088,NWE,,MIA,W 34-7,,0,0,,0,0,0,,0,,,,0,0,,0,,
3,1986,1986-10-12,6,25.095,NWE,,NYJ,L 24-31,,0,0,,0,0,0,,0,,,,0,0,,0,,
4,1986,1986-10-19,7,25.102,NWE,@,PIT,W 34-0,,1,3,33.33,7,0,0,42.4,0,0,2.33,2.33,1,-6,-6.00,0,0,0
5,1986,1986-12-22,16,25.166,NWE,@,MIA,W 34-27,,0,0,,0,0,0,,0,,,,0,0,,0,,
6,1987,1987-11-01,7,26.115,NWE,,RAI,W 26-23,,0,0,,0,0,0,,0,,,,0,0,,0,,
7,1987,1987-11-08,8,26.122,NWE,@,NYG,L 10-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
8,1987,1987-11-15,9,26.129,NWE,,DAL,L 17-23,,8,16,50.00,136,1,0,100.0,2,16,8.50,9.75,3,17,5.67,0,0,0
9,1987,1987-11-22,10,26.136,NWE,,IND,W 24-0,*,12,26,46.15,183,1,0,82.7,3,9,7.04,7.81,1,1,1.00,0,0,0
10,1987,1987-11-29,11,26.143,NWE,,PHI,L 31-34,*,34,53,64.15,402,3,2,90.3,6,46,7.58,7.02,4,17,4.25,1,1,6
11,1987,1987-12-06,12,26.150,NWE,@,DEN,L 20-31,*,17,39,43.59,177,1,4,26.3,3,19,4.54,0.44,5,40,8.00,0,0,0
12,1987,1987-12-13,13,26.157,NWE,,NYJ,W 42-20,,0,0,,0,0,0,,0,,,,0,0,,0,,
13,1987,1987-12-20,14,26.164,NWE,@,BUF,W 13-7,,0,0,,0,0,0,,0,,,,0,0,,0,,
14,1987,1987-12-28,15,26.172,NWE,@,MIA,W 24-10,,0,0,,0,0,0,,0,,,,0,0,,0,,
15,1988,1988-09-04,1,27.057,NWE,,NYJ,W 28-3,,0,0,,0,0,0,,0,,,,1,-2,-2.00,0,0,0
16,1988,1988-09-11,2,27.064,NWE,@,MIN,L 6-36,,1,3,33.33,5,0,1,2.8,0,0,1.67,-13.33,1,9,9.00,0,0,0
17,1988,1988-09-18,3,27.071,NWE,,BUF,L 14-16,,0,0,,0,0,0,,0,,,,0,0,,0,,
18,1988,1988-09-25,4,27.078,NWE,@,HOU,L 6-31,,3,5,60.00,18,0,1,27.5,0,0,3.60,-5.40,0,0,,0,0,0
19,1988,1988-10-02,5,27.085,NWE,,IND,W 21-17,*,8,19,42.11,77,0,1,32.1,2,6,4.05,1.68,1,1,1.00,0,0,0
20,1988,1988-10-09,6,27.092,NWE,@,GNB,L 3-45,,0,0,,0,0,0,,0,,,,0,0,,0,,
21,1988,1988-10-16,7,27.099,NWE,,CIN,W 27-21,,0,0,,0,0,0,,0,,,,0,0,,0,,
22,1989,1989-11-05,9,28.119,IND,@,MIA,L 13-19,,1,3,33.33,7,0,0,42.4,0,0,2.33,2.33,0,0,,0,0,0
23,1989,1989-11-12,10,28.126,IND,@,BUF,L 7-30,*,12,27,44.44,125,0,0,58.4,3,22,4.63,4.63,0,0,,0,0,0
24,1989,1989-11-19,11,28.133,IND,,NYJ,W 27-10,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0
25,1989,1989-11-26,12,28.140,IND,,SDG,W 10-6,,2,6,33.33,63,0,0,73.6,0,0,10.50,10.50,1,3,3.00,0,0,0
26,1989,1989-12-10,14,28.154,IND,,CLE,W 23-17,,8,12,66.67,71,1,0,110.1,1,4,5.92,7.58,2,1,0.50,0,0,0
27,1989,1989-12-17,15,28.161,IND,,MIA,W 42-13,,0,0,,0,0,0,,0,,,,0,0,,0,,
28,1989,1989-12-24,16,28.168,IND,@,NOR,L 6-41,,1,2,50.00,14,0,1,33.3,0,0,7.00,-15.50,0,0,,0,0,0
