ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.347,NYJ,,MIA,L 28-45,1,5,5.00,0,0,0,,0,0,0,,0,0,0
2,1982,1982-09-19,2,22.354,NYJ,@,NWE,W 31-7,9,34,3.78,0,0,0,,0,0,0,,0,0,0
3,1982,1982-12-06,5,23.067,NYJ,@,DET,W 28-13,4,8,2.00,1,0,0,,0,0,0,,0,1,6
4,1982,1982-12-12,6,23.073,NYJ,,TAM,W 32-17,6,29,4.83,0,0,0,,0,0,0,,0,0,0
5,1982,1982-12-18,7,23.079,NYJ,@,MIA,L 19-20,1,1,1.00,0,0,0,,0,0,0,,0,0,0
6,1982,1982-12-26,8,23.087,NYJ,@,MIN,W 42-14,1,1,1.00,0,0,0,,0,0,0,,0,0,0
7,1983,1983-09-04,1,23.339,NYJ,@,SDG,W 41-29,13,53,4.08,1,1,7,7.00,0,0,0,,0,1,6
8,1983,1983-09-11,2,23.346,NYJ,,SEA,L 10-17,5,31,6.20,0,0,0,,0,0,0,,0,0,0
9,1983,1983-09-18,3,23.353,NYJ,@,NWE,L 13-23,10,40,4.00,1,3,27,9.00,0,0,0,,0,1,6
10,1983,1983-09-25,4,23.360,NYJ,,RAM,W 27-24,12,46,3.83,0,5,36,7.20,0,0,0,,0,0,0
11,1983,1983-10-03,5,24.003,NYJ,@,BUF,W 34-10,20,84,4.20,0,3,23,7.67,0,0,0,,0,0,0
12,1983,1983-10-09,6,24.009,NYJ,@,CLE,L 7-10,15,81,5.40,0,1,5,5.00,0,0,0,,0,0,0
13,1983,1983-10-16,7,24.016,NYJ,,MIA,L 14-32,9,43,4.78,0,1,9,9.00,0,0,0,,0,0,0
14,1983,1983-10-23,8,24.023,NYJ,,ATL,L 21-27,14,40,2.86,0,1,4,4.00,0,0,0,,0,0,0
15,1983,1983-10-30,9,24.030,NYJ,@,SFO,W 27-13,19,81,4.26,0,1,7,7.00,0,0,0,,0,0,0
16,1983,1983-11-06,10,24.037,NYJ,,BAL,L 14-17,10,31,3.10,0,0,0,,0,0,0,,0,0,0
17,1983,1983-11-13,11,24.044,NYJ,,BUF,L 17-24,10,41,4.10,1,3,15,5.00,0,0,0,,0,1,6
18,1983,1983-12-04,14,24.065,HOU,,MIA,L 17-24,0,0,,0,,,,,,,,,,
19,1983,1983-12-11,15,24.072,HOU,,CLE,W 34-27,3,7,2.33,0,0,0,,0,0,0,,0,0,0
20,1984,1984-09-03,1,24.339,RAM,,DAL,L 13-20,0,0,,0,0,0,,0,0,0,,0,0,
21,1984,1984-09-09,2,24.345,RAM,,CLE,W 20-17,5,30,6.00,0,0,0,,0,0,0,,0,0,0
22,1984,1984-09-16,3,24.352,RAM,@,PIT,L 14-24,0,0,,0,1,4,4.00,1,0,0,,0,1,6
23,1984,1984-09-23,4,24.359,RAM,@,CIN,W 24-14,8,21,2.63,0,1,7,7.00,0,1,20,20.00,0,0,0
24,1984,1984-09-30,5,25.000,RAM,,NYG,W 33-12,10,30,3.00,1,0,0,,0,0,0,,0,1,6
25,1984,1984-10-07,6,25.007,RAM,,ATL,L 28-30,7,21,3.00,0,0,0,,0,0,0,,0,0,0
26,1984,1984-10-14,7,25.014,RAM,@,NOR,W 28-10,7,27,3.86,0,0,0,,0,0,0,,0,0,0
27,1984,1984-10-22,8,25.022,RAM,@,ATL,W 24-10,7,27,3.86,0,0,0,,0,0,0,,0,0,0
28,1984,1984-10-28,9,25.028,RAM,,SFO,L 0-33,0,0,,0,0,0,,0,0,0,,0,0,
29,1984,1984-11-04,10,25.035,RAM,@,STL,W 16-13,2,4,2.00,0,0,0,,0,0,0,,0,0,0
30,1984,1984-11-11,11,25.042,RAM,,CHI,W 29-13,5,44,8.80,0,0,0,,0,0,0,,0,0,0
31,1984,1984-11-25,13,25.056,RAM,@,TAM,W 34-33,8,43,5.38,0,0,0,,0,0,0,,0,0,0
32,1984,1984-12-02,14,25.063,RAM,,NOR,W 34-21,3,9,3.00,0,0,0,,0,0,0,,0,0,0
33,1984,1984-12-09,15,25.070,RAM,,HOU,W 27-16,7,61,8.71,0,0,0,,0,0,0,,0,0,0
34,1984,1984-12-14,16,25.075,RAM,@,SFO,L 16-19,4,20,5.00,0,0,0,,0,0,0,,0,0,0
