ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-09,5,22.117,NYG,,SEA,L 25-36,,,,,,,0.0%,,,,,,,,,,,,,,
2,2011,2011-10-16,6,22.124,NYG,,BUF,W 27-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2011,2011-10-30,7,22.138,NYG,,MIA,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,
4,2011,2011-11-06,8,22.145,NYG,@,NWE,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,0.0,0,0
5,2011,2011-12-04,12,22.173,NYG,,GNB,L 35-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2011,2011-12-18,14,22.187,NYG,,WAS,L 10-23,,0,0,0,,0,0.0%,,0,0,,0,2,55,27.50,0,0,0,0.0,0,0
7,2011,2011-12-24,15,22.193,NYG,@,NYJ,W 29-14,,1,0,0,,0,0.0%,0.00,0,0,,0,3,77,25.67,0,0,0,0.0,0,0
8,2011,2012-01-01,16,22.201,NYG,,DAL,W 31-14,,0,0,0,,0,0.0%,,0,0,,0,2,35,17.50,0,0,0,0.0,0,0
9,2012,2012-09-20,3,23.098,NYG,@,CAR,W 36-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2012,2012-10-07,5,23.115,NYG,,CLE,W 41-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2012,2012-11-04,9,23.143,NYG,,PIT,L 20-24,,,,,,,0.0%,,,,,,,,,,,,,,
12,2012,2012-11-25,11,23.164,NYG,,GNB,W 38-10,,,,,,,0.0%,,,,,,,,,,,,,,
13,2012,2012-12-03,12,23.172,NYG,@,WAS,L 16-17,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2012,2012-12-09,13,23.178,NYG,,NOR,W 52-27,,1,0,0,,0,0.0%,0.00,0,0,,0,1,60,60.00,0,0,0,0.0,0,0
15,2012,2012-12-16,14,23.185,NYG,@,ATL,L 0-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2012,2012-12-23,15,23.192,NYG,@,BAL,L 14-33,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,2012-12-30,16,23.199,NYG,,PHI,W 42-7,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
18,2013,2013-09-08,1,24.086,NYG,@,DAL,L 31-36,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
19,2013,2013-09-15,2,24.093,NYG,,DEN,L 23-41,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2013,2013-09-22,3,24.100,NYG,@,CAR,L 0-38,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2013,2013-09-29,4,24.107,NYG,@,KAN,L 7-31,,,,,,,0.0%,,,,,,,,,,,,,,
22,2013,2013-10-06,5,24.114,NYG,,PHI,L 21-36,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,2,41,20.50,0,0,0,0.0,0,0
23,2013,2013-10-10,6,24.118,NYG,@,CHI,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,2,72,36.00,0,0,0,0.0,0,0
24,2013,2013-10-21,7,24.129,NYG,,MIN,W 23-7,,0,0,0,,0,0.0%,,0,0,,0,2,25,12.50,0,0,0,0.0,0,0
25,2013,2013-10-27,8,24.135,NYG,@,PHI,W 15-7,,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2013,2013-11-10,9,24.149,NYG,,OAK,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,0.0,0,0
27,2013,2013-11-17,10,24.156,NYG,,GNB,W 27-13,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2013,2013-11-24,11,24.163,NYG,,DAL,L 21-24,*,7,2,24,12.00,0,28.6%,3.43,0,0,,0,1,15,15.00,0,0,0,0.0,0,0
29,2013,2013-12-01,12,24.170,NYG,@,WAS,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,
30,2013,2013-12-15,14,24.184,NYG,,SEA,L 0-23,,8,7,67,9.57,0,87.5%,8.38,0,0,,0,3,74,24.67,0,0,0,0.0,0,0
31,2013,2013-12-22,15,24.191,NYG,@,DET,W 23-20,,12,6,80,13.33,1,50.0%,6.67,0,0,,0,0,0,,0,1,6,0.0,0,0
32,2013,2013-12-29,16,24.198,NYG,,WAS,W 20-6,*,7,6,90,15.00,1,85.7%,12.86,2,57,28.50,1,0,0,,0,2,12,0.0,0,0
33,2014,2014-09-08,1,25.086,NYG,@,DET,L 14-35,,7,4,25,6.25,0,57.1%,3.57,1,-2,-2.00,0,0,0,,0,0,0,0.0,0,1
34,2014,2014-09-14,2,25.092,NYG,,ARI,L 14-25,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0
