ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-10-10,5,23.326,JAX,@,BUF,W 36-26,,15,70,4.67,0,0,0,0,,0,0.0%,,4,145,36.25,0,0,0,0.0,0,0
2,2010,2010-10-18,6,23.334,JAX,,TEN,L 3-30,,3,3,1.00,0,4,2,9,4.50,0,50.0%,2.25,7,168,24.00,0,0,0,0.0,0,0
3,2010,2010-10-24,7,23.340,JAX,@,KAN,L 20-42,,5,29,5.80,0,3,1,1,1.00,0,33.3%,0.33,5,106,21.20,0,0,0,0.0,0,0
4,2010,2010-10-31,8,23.347,JAX,@,DAL,W 35-17,,4,3,0.75,0,0,0,0,,0,0.0%,,3,57,19.00,0,0,0,0.0,0,0
5,2010,2010-11-14,9,23.361,JAX,,HOU,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,4,103,25.75,0,0,0,0.0,0,0
6,2010,2010-11-28,11,24.010,JAX,@,NYG,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,6,133,22.17,0,0,0,0.0,0,0
7,2010,2010-12-05,12,24.017,JAX,@,TEN,W 17-6,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,0,0,0.0,0,0
8,2010,2010-12-12,13,24.024,JAX,,OAK,W 38-31,,0,0,,0,0,0,0,,0,0.0%,,4,141,35.25,0,0,0,0.0,0,0
9,2010,2010-12-19,14,24.031,JAX,@,IND,L 24-34,,0,0,,0,0,0,0,,0,0.0%,,5,131,26.20,0,0,0,0.0,0,0
10,2010,2010-12-26,15,24.038,JAX,,WAS,L 17-20,,1,3,3.00,0,0,0,0,,0,0.0%,,4,67,16.75,0,0,0,0.0,0,0
11,2010,2011-01-02,16,24.045,JAX,@,HOU,L 17-34,,7,52,7.43,0,0,0,0,,0,0.0%,,5,123,24.60,0,0,0,0.0,0,0
12,2011,2011-09-11,1,24.297,JAX,,TEN,W 16-14,,14,33,2.36,0,3,3,39,13.00,0,100.0%,13.00,1,26,26.00,0,0,0,0.0,0,0
13,2011,2011-09-18,2,24.304,JAX,@,NYJ,L 3-32,,6,15,2.50,0,1,1,10,10.00,0,100.0%,10.00,5,91,18.20,0,0,0,0.0,0,1
14,2011,2011-09-25,3,24.311,JAX,@,CAR,L 10-16,,5,4,0.80,0,2,2,19,9.50,0,100.0%,9.50,2,61,30.50,0,0,0,0.0,0,0
15,2011,2011-10-02,4,24.318,JAX,,NOR,L 10-23,,4,6,1.50,0,1,0,0,,0,0.0%,0.00,3,64,21.33,0,0,0,0.0,0,0
16,2011,2011-10-09,5,24.325,JAX,,CIN,L 20-30,,2,4,2.00,0,4,3,27,9.00,0,75.0%,6.75,2,58,29.00,0,0,0,0.0,0,0
17,2011,2011-10-16,6,24.332,JAX,@,PIT,L 13-17,,5,21,4.20,0,1,0,0,,0,0.0%,0.00,3,87,29.00,0,0,0,0.0,0,0
18,2011,2011-10-24,7,24.340,JAX,,BAL,W 12-7,,7,28,4.00,0,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,0.0,0,0
19,2011,2011-10-30,8,24.346,JAX,@,HOU,L 14-24,,3,7,2.33,0,1,0,0,,0,0.0%,0.00,3,57,19.00,0,0,0,0.0,0,0
20,2011,2011-11-13,9,24.360,JAX,@,IND,W 17-3,,9,7,0.78,0,3,3,25,8.33,0,100.0%,8.33,1,33,33.00,0,0,0,0.0,0,0
21,2011,2011-11-20,10,25.002,JAX,@,CLE,L 10-14,,4,1,0.25,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,0.0,0,0
22,2011,2011-11-27,11,25.009,JAX,,HOU,L 13-20,,2,-2,-1.00,0,3,2,0,0.00,0,66.7%,0.00,2,55,27.50,0,0,0,0.0,0,0
23,2011,2012-01-01,16,25.044,JAX,,IND,W 19-13,,2,6,3.00,0,0,0,0,,0,0.0%,,3,79,26.33,0,0,0,0.0,0,0
24,2012,2012-12-16,14,26.028,IND,@,HOU,L 17-29,,0,0,,0,0,0,0,,0,0.0%,,4,111,27.75,0,0,0,0.0,0,0
25,2012,2012-12-23,15,26.035,IND,@,KAN,W 20-13,,0,0,,0,0,0,0,,0,0.0%,,2,58,29.00,0,0,0,0.0,0,0
26,2012,2012-12-30,16,26.042,IND,,HOU,W 28-16,,0,0,,0,0,0,0,,0,0.0%,,3,159,53.00,1,0,6,0.0,0,0
27,2013,2013-11-10,9,26.357,HOU,@,ARI,L 24-27,,0,0,,0,0,0,0,,0,0.0%,,3,75,25.00,0,0,0,0.0,0,0
28,2013,2013-11-17,10,26.364,HOU,,OAK,L 23-28,,0,0,,0,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,0.0,0,0
29,2013,2013-11-24,11,27.006,HOU,,JAX,L 6-13,,,,,,,,,,,0.0%,,,,,,,,,,
30,2013,2013-12-01,12,27.013,HOU,,NWE,L 31-34,,,,,,,,,,,0.0%,,,,,,,,,,
31,2013,2013-12-05,13,27.017,HOU,@,JAX,L 20-27,,,,,,,,,,,0.0%,,,,,,,,,,
32,2013,2013-12-15,14,27.027,HOU,@,IND,L 3-25,,4,21,5.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
33,2013,2013-12-22,15,27.034,HOU,,DEN,L 13-37,,8,30,3.75,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,0.0,0,0
