ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,24.094,TAM,,PHI,L 14-41,0,0,,0,0,0,,0,0,0,,0,0,
2,1988,1988-09-11,2,24.101,TAM,@,GNB,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,
3,1988,1988-09-18,3,24.108,TAM,,PHO,L 24-30,1,8,8.00,0,0,0,,0,0,0,,0,0,0
4,1988,1988-09-25,4,24.115,TAM,@,NOR,L 9-13,0,0,,0,0,0,,0,0,0,,0,0,
5,1988,1988-10-02,5,24.122,TAM,,GNB,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,
6,1988,1988-10-09,6,24.129,TAM,@,MIN,L 13-14,2,11,5.50,0,0,0,,0,0,0,,0,0,0
7,1988,1988-10-16,7,24.136,TAM,@,IND,L 31-35,7,21,3.00,0,1,16,16.00,0,1,9,9.00,0,0,0
8,1988,1988-10-23,8,24.143,TAM,,MIN,L 20-49,5,18,3.60,0,0,0,,0,1,12,12.00,0,0,0
9,1988,1988-10-30,9,24.150,TAM,,MIA,L 14-17,9,32,3.56,0,2,6,3.00,0,0,0,,0,0,0
10,1988,1988-11-06,10,24.157,TAM,@,CHI,L 10-28,15,56,3.73,0,2,12,6.00,0,0,0,,0,0,0
11,1988,1988-11-13,11,24.164,TAM,@,DET,W 23-20,14,78,5.57,1,1,7,7.00,0,0,0,,0,1,6
12,1988,1988-11-20,12,24.171,TAM,,CHI,L 15-27,14,47,3.36,0,1,14,14.00,0,0,0,,0,0,0
13,1988,1988-11-27,13,24.178,TAM,@,ATL,L 10-17,9,30,3.33,0,1,15,15.00,0,0,0,,0,0,0
14,1988,1988-12-04,14,24.185,TAM,,BUF,W 10-5,16,50,3.13,0,2,26,13.00,0,0,0,,0,0,0
15,1988,1988-12-11,15,24.192,TAM,@,NWE,L 7-10,23,101,4.39,0,1,1,1.00,0,0,0,,0,0,0
16,1989,1989-09-10,1,25.100,TAM,@,GNB,W 23-21,17,67,3.94,0,7,59,8.43,1,0,0,,0,1,6
17,1989,1989-09-17,2,25.107,TAM,,SFO,L 16-20,12,41,3.42,0,1,4,4.00,0,0,0,,0,0,0
18,1989,1989-09-24,3,25.114,TAM,,NOR,W 20-10,12,52,4.33,0,3,18,6.00,0,0,0,,0,0,0
19,1989,1989-10-01,4,25.121,TAM,@,MIN,L 3-17,8,13,1.63,0,0,0,,0,0,0,,0,0,0
20,1989,1989-10-08,5,25.128,TAM,,CHI,W 42-35,7,12,1.71,1,3,7,2.33,0,0,0,,0,1,6
21,1989,1989-10-15,6,25.135,TAM,,DET,L 16-17,4,11,2.75,0,4,12,3.00,0,0,0,,0,0,0
22,1989,1989-10-22,7,25.142,TAM,@,WAS,L 28-32,1,3,3.00,0,1,8,8.00,0,0,0,,0,0,0
23,1989,1989-10-29,8,25.149,TAM,@,CIN,L 23-56,0,0,,0,0,0,,0,1,19,19.00,0,0,0
24,1989,1989-11-05,9,25.156,TAM,,CLE,L 31-42,1,6,6.00,0,1,14,14.00,0,0,0,,0,0,0
25,1989,1989-11-12,10,25.163,TAM,,MIN,L 10-24,1,3,3.00,0,0,0,,0,0,0,,0,0,0
26,1989,1989-11-19,11,25.170,TAM,@,CHI,W 32-31,0,0,,0,0,0,,0,3,49,16.33,0,0,0
27,1989,1989-11-26,12,25.177,TAM,@,PHO,W 14-13,21,83,3.95,0,2,20,10.00,0,0,0,,0,0,0
28,1989,1989-12-03,13,25.184,TAM,,GNB,L 16-17,17,49,2.88,0,6,21,3.50,0,1,14,14.00,0,0,0
29,1989,1989-12-10,14,25.191,TAM,@,HOU,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,
30,1989,1989-12-17,15,25.198,TAM,@,DET,L 7-33,2,2,1.00,0,1,18,18.00,0,0,0,,0,0,0
31,1989,1989-12-24,16,25.205,TAM,,PIT,L 22-31,5,15,3.00,0,1,7,7.00,0,0,0,,0,0,0
