ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2017,2017-09-11,1,21.115,NOR,@,MIN,L 19-29,*,0,0,0.0,4,0,0,0,0
2,2017,2017-09-17,2,21.121,NOR,,NWE,L 20-36,*,0,0,0.0,6,1,0,0,0
3,2017,2017-10-01,4,21.135,NOR,@,MIA,W 20-0,*,0,0,0.0,5,0,0,0,0
4,2017,2017-10-15,5,21.149,NOR,,DET,W 52-38,*,1,6,0.0,1,4,1,27,1
5,2017,2017-10-22,6,21.156,NOR,@,GNB,W 26-17,*,0,0,0.0,3,0,0,0,0
6,2017,2017-10-29,7,21.163,NOR,,CHI,W 20-12,*,0,0,0.0,3,0,1,25,0
7,2017,2017-11-05,8,21.170,NOR,,TAM,W 30-10,*,0,0,0.0,4,0,0,0,0
8,2017,2017-11-12,9,21.177,NOR,@,BUF,W 47-10,*,0,0,0.0,5,0,0,0,0
9,2017,2017-11-19,10,21.184,NOR,,WAS,W 34-31,*,0,0,0.0,0,0,0,0,0
10,2017,2017-12-07,13,21.202,NOR,@,ATL,L 17-20,*,0,0,0.0,2,1,1,33,0
11,2017,2017-12-17,14,21.212,NOR,,NYJ,W 31-19,*,0,0,0.0,3,2,1,0,0
12,2017,2017-12-24,15,21.219,NOR,,ATL,W 23-13,*,0,0,0.0,4,1,1,0,0
13,2017,2017-12-31,16,21.226,NOR,@,TAM,L 24-31,*,0,0,0.0,3,0,0,0,0
14,2018,2018-09-09,1,22.113,NOR,,TAM,L 40-48,*,0,0,0.0,3,0,0,0,0
15,2018,2018-09-16,2,22.120,NOR,,CLE,W 21-18,*,0,0,0.0,3,1,0,0,0
16,2018,2018-09-23,3,22.127,NOR,@,ATL,W 43-37,*,0,0,0.0,2,0,0,0,0
