ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1990,1990-11-04,8,23.304,CHI,@,TAM,W 26-6,,0,0,,0,0,0,,0,,,,,,,
2,1990,1990-12-16,14,23.346,CHI,@,DET,L 21-38,,7,8,87.50,84,1,0,150.0,1,7,10.50,13.00,0,0,,0
3,1990,1990-12-23,15,23.353,CHI,,TAM,W 27-14,,2,5,40.00,22,0,1,14.2,0,0,4.40,-4.60,0,0,,0
4,1991,1991-09-29,5,24.268,CHI,@,BUF,L 20-35,,5,7,71.43,66,0,0,100.9,0,0,9.43,9.43,0,0,,0
5,1991,1991-11-03,9,24.303,CHI,,DET,W 20-10,,0,0,,0,0,0,,0,,,,0,0,,0
6,1991,1991-12-14,15,24.344,CHI,,TAM,W 27-0,,0,0,,0,0,0,,0,,,,1,-2,-2.00,0
7,1991,1991-12-23,16,24.353,CHI,@,SFO,L 14-52,,6,11,54.55,105,1,1,79.7,1,0,9.55,7.27,1,8,8.00,0
8,1992,1992-10-18,6,25.288,CHI,,TAM,W 31-14,,0,0,,0,0,0,,0,,,,0,0,,0
9,1992,1992-10-25,7,25.295,CHI,@,GNB,W 30-10,,0,0,,0,0,0,,0,,,,0,0,,0
10,1992,1992-11-02,8,25.303,CHI,,MIN,L 10-38,,4,8,50.00,40,1,1,64.6,0,0,5.00,1.88,0,0,,0
11,1992,1992-11-08,9,25.309,CHI,,CIN,L 28-31,,0,0,,0,0,0,,0,,,,0,0,,0
12,1992,1992-11-15,10,25.316,CHI,@,TAM,L 17-20,,0,0,,0,0,0,,0,,,,0,0,,0
13,1992,1992-11-22,11,25.323,CHI,,GNB,L 3-17,,16,23,69.57,160,0,1,70.9,0,0,6.96,5.00,0,0,,0
14,1992,1992-11-29,12,25.330,CHI,@,CLE,L 14-27,*,19,26,73.08,285,2,2,102.2,5,24,10.96,9.04,1,2,2.00,0
15,1992,1992-12-07,13,25.338,CHI,@,HOU,L 7-24,*,11,24,45.83,185,1,2,51.6,4,25,7.71,4.79,0,0,,0
16,1992,1992-12-20,15,25.351,CHI,@,DET,L 3-16,,4,11,36.36,46,0,2,10.2,0,0,4.18,-4.00,0,0,,0
17,1993,1993-09-26,3,26.265,CHI,,TAM,W 47-17,,1,1,100.00,29,0,0,118.7,1,1,29.00,29.00,0,0,,0
18,1993,1993-10-31,7,26.300,CHI,@,GNB,L 3-17,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0
19,1993,1993-12-12,13,26.342,CHI,@,TAM,L 10-13,,11,18,61.11,86,0,0,72.9,0,0,4.78,4.78,0,0,,0
20,1993,1993-12-18,14,26.348,CHI,,DEN,L 3-13,*,14,29,48.28,120,0,3,20.0,4,19,4.14,-0.52,2,6,3.00,0
21,1993,1994-01-02,16,26.363,CHI,@,RAM,L 6-20,,4,11,36.36,33,0,1,7.0,0,0,3.00,-1.09,0,0,,0
