ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-21,1,21.339,CLE,@,PHI,W 27-20,17,118,6.94,2,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
2,1969,1969-09-28,2,21.346,CLE,,WAS,W 27-23,21,74,3.52,2,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
3,1969,1969-10-05,3,21.353,CLE,,DET,L 21-28,12,59,4.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1969,1969-10-12,4,21.360,CLE,@,NOR,W 27-17,7,17,2.43,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1969,1969-10-18,5,22.001,CLE,,PIT,W 42-31,13,33,2.54,0,3,20,6.67,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
6,1969,1969-10-26,6,22.009,CLE,,STL,T 21-21,13,35,2.69,0,4,27,6.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1969,1969-11-02,7,22.016,CLE,,DAL,W 42-10,10,13,1.30,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
8,1969,1969-11-09,8,22.023,CLE,@,MIN,L 3-51,2,1,0.50,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1969,1969-11-16,9,22.030,CLE,@,PIT,W 24-3,8,23,2.88,0,3,29,9.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1969,1969-11-23,10,22.037,CLE,,NYG,W 28-17,10,29,2.90,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1969,1969-11-30,11,22.044,CLE,@,CHI,W 28-24,11,29,2.64,2,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
12,1969,1969-12-07,12,22.051,CLE,,GNB,W 20-7,7,21,3.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1969,1969-12-14,13,22.058,CLE,@,STL,W 27-21,4,11,2.75,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1969,1969-12-21,14,22.065,CLE,@,NYG,L 14-27,3,9,3.00,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,0,0
15,1970,1970-09-19,1,22.337,NYG,,CHI,L 16-24,13,24,1.85,0,8,85,10.63,1,0,0,,0,0,0,,0,0,,,2,31,15.50,0,1,6
16,1970,1970-09-27,2,22.345,NYG,@,DAL,L 10-28,16,59,3.69,1,6,48,8.00,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,1,6
17,1970,1970-10-04,3,22.352,NYG,@,NOR,L 10-14,16,46,2.88,0,7,81,11.57,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
18,1970,1970-10-11,4,22.359,NYG,,PHI,W 30-23,18,142,7.89,2,2,15,7.50,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,2,12
19,1970,1970-10-18,5,23.001,NYG,@,BOS,W 16-0,23,86,3.74,0,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1970,1970-10-25,6,23.008,NYG,,STL,W 35-17,18,57,3.17,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,1,69,69.00,0,0,0
21,1970,1970-11-01,7,23.015,NYG,@,NYJ,W 22-10,25,69,2.76,0,2,52,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1970,1970-11-08,8,23.022,NYG,,DAL,W 23-20,24,140,5.83,1,4,59,14.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
23,1970,1970-11-15,9,23.029,NYG,,WAS,W 35-33,18,106,5.89,2,6,49,8.17,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
24,1970,1970-11-23,10,23.037,NYG,@,PHI,L 20-23,16,35,2.19,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1970,1970-11-29,11,23.043,NYG,@,WAS,W 27-24,13,54,4.15,1,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1970,1970-12-06,12,23.050,NYG,,BUF,W 20-6,21,100,4.76,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1970,1970-12-13,13,23.057,NYG,@,STL,W 34-17,28,66,2.36,0,1,9,9.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1970,1970-12-20,14,23.064,NYG,,RAM,L 3-31,14,43,3.07,0,4,17,4.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1971,1971-10-31,7,24.014,NYG,,MIN,L 10-17,20,89,4.45,0,4,23,5.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1971,1971-11-07,8,24.021,NYG,,SDG,W 35-17,12,67,5.58,1,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
31,1972,1972-09-17,1,24.336,NYG,@,DET,L 16-30,12,54,4.50,0,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1972,1972-09-24,2,24.343,NYG,,DAL,L 14-23,14,42,3.00,0,4,15,3.75,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
33,1972,1972-10-02,3,24.351,NYG,@,PHI,W 27-12,36,124,3.44,1,5,60,12.00,3,0,0,,0,0,0,,0,0,,,0,0,,0,4,24
34,1972,1972-10-08,4,24.357,NYG,,NOR,W 45-21,12,43,3.58,1,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
35,1972,1972-10-15,5,24.364,NYG,@,SFO,W 23-17,23,83,3.61,1,3,42,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
36,1972,1972-10-22,6,25.005,NYG,,STL,W 27-21,21,76,3.62,0,4,69,17.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1972,1972-10-29,7,25.012,NYG,,WAS,L 16-23,16,80,5.00,0,5,56,11.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1972,1972-11-05,8,25.019,NYG,,DEN,W 29-17,25,92,3.68,0,3,49,16.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
39,1972,1972-11-12,9,25.026,NYG,@,WAS,L 13-27,23,96,4.17,1,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
