ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2017,2017-09-10,1,22.052,SEA,@,GNB,L 9-17,,0.0,10,0,0,0,0
2,2017,2017-09-17,2,22.059,SEA,,SFO,W 12-9,,0.0,0,0,0,0,0
3,2017,2017-09-24,3,22.066,SEA,@,TEN,L 27-33,,0.0,2,2,0,0,0
4,2017,2017-10-01,4,22.073,SEA,,IND,W 46-18,,0.0,3,2,0,0,0
5,2017,2017-10-08,5,22.080,SEA,@,LAR,W 16-10,*,0.0,6,0,0,0,0
6,2017,2017-10-22,6,22.094,SEA,@,NYG,W 24-7,*,0.0,3,0,0,0,0
7,2017,2017-10-29,7,22.101,SEA,,HOU,W 41-38,*,0.0,3,0,0,0,0
8,2017,2017-11-05,8,22.108,SEA,,WAS,L 14-17,*,0.0,2,0,0,0,0
9,2017,2017-11-09,9,22.112,SEA,@,ARI,W 22-16,*,0.0,0,0,0,0,0
10,2017,2017-11-20,10,22.123,SEA,,ATL,L 31-34,*,0.0,1,0,0,0,0
11,2017,2017-12-03,12,22.136,SEA,,PHI,W 24-10,*,0.0,4,1,0,0,0
12,2017,2017-12-10,13,22.143,SEA,@,JAX,L 24-30,*,0.0,2,1,0,0,0
13,2017,2017-12-17,14,22.150,SEA,,LAR,L 7-42,*,0.0,4,1,0,0,0
14,2017,2017-12-24,15,22.157,SEA,@,DAL,W 21-12,*,1.0,4,1,0,0,0
15,2017,2017-12-31,16,22.164,SEA,,ARI,L 24-26,*,0.0,6,0,1,0,0
16,2018,2018-09-09,1,23.051,SEA,@,DEN,L 24-27,*,0.0,6,0,0,0,0
17,2018,2018-09-17,2,23.059,SEA,@,CHI,L 17-24,*,0.0,4,0,2,8,0
18,2018,2018-09-23,3,23.065,SEA,,DAL,W 24-13,*,0.0,2,1,0,0,0
