ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
91,2006,2006-12-31,16,30.074,DEN,,SFO,L 23-26,,0,0,,0,0.0,,
92,2007,2007-09-09,1,30.326,DEN,@,BUF,W 15-14,,0,0,,0,0.0,,
93,2007,2007-09-16,2,30.333,DEN,,OAK,W 23-20,,0,0,,0,0.0,,
94,2007,2007-09-23,3,30.340,DEN,,JAX,L 14-23,,0,0,,0,0.0,,
95,2007,2007-09-30,4,30.347,DEN,@,IND,L 20-38,,0,0,,0,0.0,,
96,2007,2007-10-07,5,30.354,DEN,,SDG,L 3-41,,0,0,,0,0.0,,
97,2007,2007-10-21,6,31.003,DEN,,PIT,W 31-28,,0,0,,0,0.0,,
98,2007,2007-10-29,7,31.011,DEN,,GNB,L 13-19,,0,0,,0,0.0,,
99,2007,2007-11-04,8,31.017,DEN,@,DET,L 7-44,,0,0,,0,0.0,,
100,2007,2007-11-11,9,31.024,DEN,@,KAN,W 27-11,,0,0,,0,0.0,,
101,2007,2007-11-19,10,31.032,DEN,,TEN,W 34-20,,0,0,,0,0.0,,
102,2007,2007-11-25,11,31.038,DEN,@,CHI,L 34-37,,0,0,,0,0.0,,
103,2007,2007-12-02,12,31.045,DEN,@,OAK,L 20-34,,0,0,,0,0.0,,
104,2007,2007-12-09,13,31.052,DEN,,KAN,W 41-7,,0,0,,0,0.0,,
105,2007,2007-12-13,14,31.056,DEN,@,HOU,L 13-31,,0,0,,0,0.0,,
106,2007,2007-12-24,15,31.067,DEN,@,SDG,L 3-23,,0,0,,0,0.0,,
107,2007,2007-12-30,16,31.073,DEN,,MIN,W 22-19,,0,0,,0,0.0,,
108,2008,2008-09-08,1,31.326,DEN,@,OAK,W 41-14,,,,,,,,
109,2008,2008-09-14,2,31.332,DEN,,SDG,W 39-38,,,,,,,,
110,2008,2008-09-21,3,31.339,DEN,,NOR,W 34-32,,,,,,,,
111,2008,2008-09-28,4,31.346,DEN,@,KAN,L 19-33,,,,,,,,
112,2008,2008-10-05,5,31.353,DEN,,TAM,W 16-13,,,,,,,,
113,2008,2008-10-12,6,31.360,DEN,,JAX,L 17-24,,0,0,,0,0.0,0,0
114,2008,2008-10-20,7,32.002,DEN,@,NWE,L 7-41,,0,0,,0,0.0,0,0
115,2008,2008-11-02,8,32.015,DEN,,MIA,L 17-26,,,,,,,,
116,2008,2008-11-06,9,32.019,DEN,@,CLE,W 34-30,,,,,,,,
117,2008,2008-11-16,10,32.029,DEN,@,ATL,W 24-20,,0,0,,0,0.0,0,0
118,2008,2008-11-23,11,32.036,DEN,,OAK,L 10-31,,,,,,,,
119,2008,2008-11-30,12,32.043,DEN,@,NYJ,W 34-17,,,,,,,,
120,2008,2008-12-07,13,32.050,DEN,,KAN,W 24-17,,,,,,,,
121,2008,2008-12-14,14,32.057,DEN,@,CAR,L 10-30,,,,,,,,
122,2008,2008-12-21,15,32.064,DEN,,BUF,L 23-30,,,,,,,,
123,2008,2008-12-28,16,32.071,DEN,@,SDG,L 21-52,,,,,,,,
124,2009,2009-09-13,1,32.330,ARI,,SFO,L 16-20,,,,,,,,
125,2009,2009-09-20,2,32.337,ARI,@,JAX,W 31-17,,,,,,,,
126,2009,2009-09-27,3,32.344,ARI,,IND,L 10-31,,,,,,,,
127,2009,2009-10-11,4,32.358,ARI,,HOU,W 28-21,,0,0,,0,0.0,0,1
128,2009,2009-10-18,5,33.000,ARI,@,SEA,W 27-3,,,,,,,,
129,2009,2009-10-25,6,33.007,ARI,@,NYG,W 24-17,,0,0,,0,0.0,0,0
130,2009,2009-11-01,7,33.014,ARI,,CAR,L 21-34,,,,,,,,
131,2009,2009-11-08,8,33.021,ARI,@,CHI,W 41-21,,,,,,,,
132,2009,2009-11-15,9,33.028,ARI,,SEA,W 31-20,,0,0,,0,0.0,0,0
133,2009,2009-11-22,10,33.035,ARI,@,STL,W 21-13,,0,0,,0,0.0,0,0
134,2009,2009-11-29,11,33.042,ARI,@,TEN,L 17-20,,,,,,,,
135,2009,2009-12-06,12,33.049,ARI,,MIN,W 30-17,,,,,,,,
136,2009,2009-12-14,13,33.057,ARI,@,SFO,L 9-24,,,,,,,,
137,2009,2009-12-20,14,33.063,ARI,@,DET,W 31-24,,,,,,,,
138,2009,2009-12-27,15,33.070,ARI,,STL,W 31-10,,0,0,,0,0.0,0,0
139,2009,2010-01-03,16,33.077,ARI,,GNB,L 7-33,,,,,,,,
140,2010,2010-09-12,1,33.329,ARI,@,STL,W 17-13,,0,0,,0,0.0,0,0
141,2010,2010-09-19,2,33.336,ARI,@,ATL,L 7-41,,,,,,,,
142,2010,2010-09-26,3,33.343,ARI,,OAK,W 24-23,,0,0,,0,0.0,0,0
143,2010,2010-10-03,4,33.350,ARI,@,SDG,L 10-41,,0,0,,0,0.0,0,0
144,2010,2010-10-10,5,33.357,ARI,,NOR,W 30-20,,,,,,,,
145,2010,2010-10-24,6,34.006,ARI,@,SEA,L 10-22,,,,,,,,
146,2010,2010-10-31,7,34.013,ARI,,TAM,L 35-38,,,,,,,,
147,2010,2010-11-07,8,34.020,ARI,@,MIN,L 24-27,,0,0,,0,0.0,0,0
148,2010,2010-11-14,9,34.027,ARI,,SEA,L 18-36,,,,,,,,
149,2010,2010-11-21,10,34.034,ARI,@,KAN,L 13-31,,0,0,,0,0.0,0,2
150,2010,2010-11-29,11,34.042,ARI,,SFO,L 6-27,,,,,,,,
151,2010,2010-12-05,12,34.048,ARI,,STL,L 6-19,,0,0,,0,0.0,0,0
152,2010,2010-12-12,13,34.055,ARI,,DEN,W 43-13,,,,,,,,
153,2010,2010-12-19,14,34.062,ARI,@,CAR,L 12-19,,,,,,,,
154,2010,2010-12-25,15,34.068,ARI,,DAL,W 27-26,,0,0,,0,0.0,0,0
155,2010,2011-01-02,16,34.076,ARI,@,SFO,L 7-38,,,,,,,,
156,2011,2011-09-11,1,34.328,ARI,,CAR,W 28-21,,,,,,,,
157,2011,2011-09-18,2,34.335,ARI,@,WAS,L 21-22,,,,,,,,
158,2011,2011-09-25,3,34.342,ARI,@,SEA,L 10-13,,,,,,,,
159,2011,2011-10-02,4,34.349,ARI,,NYG,L 27-31,,,,,,,,
160,2011,2011-10-09,5,34.356,ARI,@,MIN,L 10-34,,,,,,,,
161,2011,2011-10-23,6,35.005,ARI,,PIT,L 20-32,,,,,,,,
162,2011,2011-10-30,7,35.012,ARI,@,BAL,L 27-30,,,,,,,,
163,2011,2011-11-06,8,35.019,ARI,,STL,W 19-13,,,,,,,,
164,2011,2011-11-13,9,35.026,ARI,@,PHI,W 21-17,,,,,,,,
165,2011,2011-11-20,10,35.033,ARI,@,SFO,L 7-23,,,,,,,,
166,2011,2011-11-27,11,35.040,ARI,@,STL,W 23-20,,,,,,,,
167,2011,2011-12-04,12,35.047,ARI,,DAL,W 19-13,,,,,,,,
168,2011,2011-12-11,13,35.054,ARI,,SFO,W 21-19,,,,,,,,
169,2011,2011-12-18,14,35.061,ARI,,CLE,W 20-17,,0,0,,0,0.0,0,0
170,2011,2011-12-24,15,35.067,ARI,@,CIN,L 16-23,,,,,,,,
171,2011,2012-01-01,16,35.075,ARI,,SEA,W 23-20,,,,,,,,
172,2012,2012-09-09,1,35.327,ARI,,SEA,W 20-16,,0,0,,0,0.0,0,0
173,2012,2012-09-16,2,35.334,ARI,@,NWE,W 20-18,,,,,,,,
174,2012,2012-09-23,3,35.341,ARI,,PHI,W 27-6,,0,0,,0,0.0,0,0
175,2012,2012-09-30,4,35.348,ARI,,MIA,W 24-21,,,,,,,,
176,2012,2012-10-04,5,35.352,ARI,@,STL,L 3-17,,0,0,,0,0.0,0,0
177,2012,2012-10-14,6,35.362,ARI,,BUF,L 16-19,,,,,,,,
178,2012,2012-10-21,7,36.003,ARI,@,MIN,L 14-21,,0,0,,0,0.0,0,0
179,2012,2012-10-29,8,36.011,ARI,,SFO,L 3-24,,,,,,,,
180,2012,2012-11-04,9,36.017,ARI,@,GNB,L 17-31,,,,,,,,
181,2012,2012-11-18,10,36.031,ARI,@,ATL,L 19-23,,,,,,,,
182,2012,2012-11-25,11,36.038,ARI,,STL,L 17-31,,,,,,,,
183,2012,2012-12-02,12,36.045,ARI,@,NYJ,L 6-7,,0,0,,0,0.0,0,0
184,2012,2012-12-09,13,36.052,ARI,@,SEA,L 0-58,,,,,,,,
185,2012,2012-12-16,14,36.059,ARI,,DET,W 38-10,,,,,,,,
186,2012,2012-12-23,15,36.066,ARI,,CHI,L 13-28,,,,,,,,
187,2012,2012-12-30,16,36.073,ARI,@,SFO,L 13-27,,,,,,,,
188,2013,2013-09-08,1,36.325,ARI,@,STL,L 24-27,,,,,,,,
189,2013,2013-09-15,2,36.332,ARI,,DET,W 25-21,,,,,,,,
190,2013,2013-09-22,3,36.339,ARI,@,NOR,L 7-31,,,,,,,,
191,2013,2013-09-29,4,36.346,ARI,@,TAM,W 13-10,,,,,,,,
192,2013,2013-10-06,5,36.353,ARI,,CAR,W 22-6,,,,,,,,
193,2013,2013-10-13,6,36.360,ARI,@,SFO,L 20-32,,,,,,,,
194,2013,2013-10-17,7,36.364,ARI,,SEA,L 22-34,,0,0,,0,0.0,0,1
195,2013,2013-10-27,8,37.009,ARI,,ATL,W 27-13,,0,0,,0,0.0,1,1
196,2013,2013-11-10,9,37.023,ARI,,HOU,W 27-24,,,,,,,,
197,2013,2013-11-17,10,37.030,ARI,@,JAX,W 27-14,,,,,,,,
198,2013,2013-11-24,11,37.037,ARI,,IND,W 40-11,,,,,,,,
199,2013,2013-12-01,12,37.044,ARI,@,PHI,L 21-24,,,,,,,,
200,2013,2013-12-08,13,37.051,ARI,,STL,W 30-10,,,,,,,,
201,2013,2013-12-15,14,37.058,ARI,@,TEN,W 37-34,,,,,,,,
202,2013,2013-12-22,15,37.065,ARI,@,SEA,W 17-10,,,,,,,,
203,2013,2013-12-29,16,37.072,ARI,,SFO,L 20-23,,,,,,,,
204,2014,2014-09-08,1,37.325,ARI,,SDG,W 18-17,,,,,,,,
205,2014,2014-09-14,2,37.331,ARI,@,NYG,W 25-14,,,,,,,,
206,2014,2014-09-21,3,37.338,ARI,,SFO,W 23-14,,,,,,,,
207,2014,2014-10-05,4,37.352,ARI,@,DEN,L 20-41,,0,0,,0,0.0,1,0
208,2014,2014-10-12,5,37.359,ARI,,WAS,W 30-20,,,,,,,,
209,2014,2014-10-19,6,38.001,ARI,@,OAK,W 24-13,,,,,,,,
210,2014,2014-10-26,7,38.008,ARI,,PHI,W 24-20,,,,,,,,
211,2014,2014-11-02,8,38.015,ARI,@,DAL,W 28-17,,,,,,,,
212,2014,2014-11-09,9,38.022,ARI,,STL,W 31-14,,,,,,,,
213,2014,2014-11-16,10,38.029,ARI,,DET,W 14-6,,0,0,,0,0.0,1,1
214,2014,2014-11-23,11,38.036,ARI,@,SEA,L 3-19,,,,,,,,
215,2014,2014-11-30,12,38.043,ARI,@,ATL,L 18-29,,,,,,,,
216,2014,2014-12-07,13,38.050,ARI,,KAN,W 17-14,,,,,,,,
217,2014,2014-12-11,14,38.054,ARI,@,STL,W 12-6,,,,,,,,
218,2014,2014-12-21,15,38.064,ARI,,SEA,L 6-35,,,,,,,,
219,2014,2014-12-28,16,38.071,ARI,@,SFO,L 17-20,,,,,,,,
220,2015,2015-09-13,1,38.330,ARI,,NOR,W 31-19,,0,0,,0,0.0,0,0
221,2015,2015-09-20,2,38.337,ARI,@,CHI,W 48-23,,0,0,,0,0.0,0,0
222,2015,2015-09-27,3,38.344,ARI,,SFO,W 47-7,,0,0,,0,0.0,0,0
223,2015,2015-10-04,4,38.351,ARI,,STL,L 22-24,,0,0,,0,0.0,0,0
224,2015,2015-10-11,5,38.358,ARI,@,DET,W 42-17,,0,0,,0,0.0,0,0
225,2015,2015-10-18,6,39.000,ARI,@,PIT,L 13-25,,0,0,,0,0.0,0,0
226,2015,2015-10-26,7,39.008,ARI,,BAL,W 26-18,,0,0,,0,0.0,0,0
227,2015,2015-11-01,8,39.014,ARI,@,CLE,W 34-20,,0,0,,0,0.0,0,0
228,2015,2015-11-15,9,39.028,ARI,@,SEA,W 39-32,,0,0,,0,0.0,0,0
229,2015,2015-11-22,10,39.035,ARI,,CIN,W 34-31,,0,0,,0,0.0,0,0
230,2015,2015-11-29,11,39.042,ARI,@,SFO,W 19-13,,0,0,,0,0.0,0,0
231,2015,2015-12-06,12,39.049,ARI,@,STL,W 27-3,,0,0,,0,0.0,0,0
232,2015,2015-12-10,13,39.053,ARI,,MIN,W 23-20,,0,0,,0,0.0,0,0
233,2015,2015-12-20,14,39.063,ARI,@,PHI,W 40-17,,0,0,,0,0.0,0,0
234,2015,2015-12-27,15,39.070,ARI,,GNB,W 38-8,,0,0,,0,0.0,0,0
235,2015,2016-01-03,16,39.077,ARI,,SEA,L 6-36,,0,0,,0,0.0,0,0
